instance,seed,base_p,n,B,G,rate_mode,utility_mode,replicate,p,u,V_star,V_laminar,V_greedy_laminar,V_rollout_laminar,V_static_binary,ratio_laminar_opt,ratio_greedy_laminar,ratio_static_opt,ratio_greedy_static,ratio_rollout_greedy,full_seconds,laminar_seconds,libraries_total,libraries_checked,best_library,practical_library
2204,22804335,0.8,4,3,3,beta_bimodal,flat,2,"[0.9999988505253677, 0.20680124447206724, 0.993344317890648, 0.9998555871119171]","[1.0, 1.0, 1.0, 1.0]",0.7999995617697986,0.7999988939540265,0.7999988505253677,0.7999988505253677,0.7999988505253676,0.9999991652298276,0.9999999457141014,0.9999991109439742,1.0000000000000002,1.0,0.007255208969581872,0.01541679201181978,15,15,"[1, 2, 4, 8, 6, 7]","[1, 2, 4, 8, 12, 14]"
2205,22804340,0.8,4,3,3,beta_bimodal,log_uniform,0,"[0.4941132591490044, 0.9622255399171998, 0.7443685806522922, 0.9992926202815036]","[1.7973443166085696, 0.5347124300146671, 1.3566486585835476, 0.31129459479321553]",1.2762531540094117,1.2762531540094117,1.2762531540094115,1.2762531540094115,1.2762531540094115,1.0,0.9999999999999998,0.9999999999999998,1.0,1.0,0.008614999998826534,0.0007751249941065907,15,1,"[1, 2, 4, 8, 3, 7]","[1, 2, 4, 6, 7, 8]"
2206,22804341,0.8,4,3,3,beta_bimodal,log_uniform,1,"[0.9963773370825463, 0.22572053680005436, 0.9998008894330073, 0.9781012366843923]","[1.4330218673495416, 0.31333118173368096, 0.9058658552533728, 1.347781095663404]",0.2774236500329048,0.2773772940197259,0.2773119935904898,0.27731199359048986,0.2773119935904899,0.999832905330265,0.9997645790385732,0.9995975237064264,0.9999999999999996,1.0000000000000002,0.008042417000979185,0.01588912500301376,15,15,"[1, 2, 4, 8, 10, 14]","[1, 2, 4, 8, 9, 11]"
2207,22804342,0.8,4,3,3,beta_bimodal,log_uniform,2,"[0.967709531956588, 0.8451708561309674, 0.6155484252836333, 0.7715711866288111]","[1.1346777806730843, 0.7796975623675069, 0.9514292368144281, 1.1341954201449809]",0.7492260751861086,0.7492260751861086,0.7455812883373857,0.7455812883373859,0.7455812883373856,1.0,0.9951352642821226,0.9951352642821225,1.0000000000000002,1.0000000000000002,0.009254375007003546,0.0035930409794673324,15,3,"[1, 2, 4, 8, 3, 12]","[1, 2, 4, 8, 10, 14]"
2208,22805220,0.8,5,2,2,homogeneous,flat,0,"[0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.3999999999999999,0.3999999999999999,0.3999999999999999,0.3999999999999999,0.39999999999999997,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.0016310839564539492,0.00021799997193738818,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 12, 16]"
2209,22805221,0.8,5,2,2,homogeneous,flat,1,"[0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.3999999999999999,0.3999999999999999,0.3999999999999999,0.3999999999999999,0.39999999999999997,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.0016310839564539492,0.00021799997193738818,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 12, 16]"
2210,22805222,0.8,5,2,2,homogeneous,flat,2,"[0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.3999999999999999,0.3999999999999999,0.3999999999999999,0.3999999999999999,0.39999999999999997,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.0016310839564539492,0.00021799997193738818,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 12, 16]"
2211,22805227,0.8,5,2,2,homogeneous,log_uniform,0,"[0.8, 0.8, 0.8, 0.8, 0.8]","[0.49138133082572105, 0.7074442946410409, 0.724171945348272, 2.1092702543062734, 0.9677321748786932]",0.6154004858369932,0.6154004858369932,0.6154004858369932,0.6154004858369932,0.6154004858369932,1.0,1.0,1.0,1.0,1.0,0.002319207997061312,0.00025049998657777905,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 4, 6, 8, 16, 24]"
2212,22805228,0.8,5,2,2,homogeneous,log_uniform,1,"[0.8, 0.8, 0.8, 0.8, 0.8]","[0.21545040605615076, 1.015425024597405, 1.5452853789289958, 1.6107355987574787, 0.613103591659969]",0.6312041955372949,0.6312041955372949,0.6312041955372949,0.6312041955372949,0.6312041955372948,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,0.0016016250010579824,0.00023150001652538776,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 4, 8, 12, 16, 18]"
2213,22805229,0.8,5,2,2,homogeneous,log_uniform,2,"[0.8, 0.8, 0.8, 0.8, 0.8]","[2.176447676166909, 1.785424819277538, 0.44680009610655996, 0.2086899697505303, 0.38263743869846345]",0.7923744990888892,0.7923744990888892,0.7923744990888892,0.7923744990888892,0.7923744990888891,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,0.0015660420176573098,0.0002049580216407776,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 16, 20]"
2214,22805223,0.8,5,2,2,beta_bimodal,flat,0,"[0.9998253838530355, 0.9776249421442229, 0.13544125952431943, 0.9907626242135475, 0.8963457902648738]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9682129502108069,0.9682129502108069,0.9682129502108069,0.9682129502108069,0.9682129502108068,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,0.0021320420200936496,0.00020587502513080835,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 4, 8, 10, 16, 20]"
2215,22805224,0.8,5,2,2,beta_bimodal,flat,1,"[0.43663010882166875, 0.9925098526207004, 0.9391249583725941, 0.821963449519017, 0.8097716306660199]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.7535982605123115,0.7535982605123115,0.7535982605123115,0.7535982605123115,0.7535982605123115,1.0,1.0,1.0,1.0,1.0,0.0025179589865729213,0.0003003329620696604,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 4, 8, 12, 16, 17]"
2216,22805225,0.8,5,2,2,beta_bimodal,flat,2,"[0.08604645906345323, 0.9460149946995909, 0.9979721983949232, 0.9990584156449, 0.9709079321971323]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9679385462369561,0.9679385462369561,0.9679385462369559,0.9679385462369561,0.967938546236956,1.0,0.9999999999999998,0.9999999999999999,0.9999999999999999,1.0000000000000002,0.0017492500483058393,0.00021133298287168145,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 16, 20]"
2217,22805230,0.8,5,2,2,beta_bimodal,log_uniform,0,"[0.9903775417292207, 0.9997111594182206, 0.9991496868907236, 0.8351460840302578, 0.17561552793157684]","[1.3906926655271024, 1.7051585423691653, 0.3772301752398579, 0.7971266839091417, 0.7297919329547333]",0.7330385927350789,0.7330385927350789,0.7330385927350789,0.7330385927350789,0.7330385927350787,1.0,1.0,0.9999999999999997,1.0000000000000002,1.0,0.0017512909835204482,0.0002471249899826944,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 16, 24]"
2218,22805231,0.8,5,2,2,beta_bimodal,log_uniform,1,"[0.719291384483908, 0.9829364319535848, 0.9005998827414153, 0.591593573534044, 0.805578727287047]","[0.2177197960027392, 0.5941430328408576, 0.25902538743319353, 2.6072412626592816, 1.3218705210639279]",1.3218138360842473,1.3218138360842473,1.3218138360842473,1.3218138360842473,1.3218138360842473,1.0,1.0,1.0,1.0,1.0,0.00176529202144593,0.00021016696700826287,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 4, 5, 8, 16, 24]"
2219,22805232,0.8,5,2,2,beta_bimodal,log_uniform,2,"[0.944637515876705, 0.8850443418729284, 0.9954186989134113, 0.2709115836673781, 0.9039878596695771]","[0.49268605735399706, 0.3845978330391895, 1.2183073296749685, 1.1264931414692858, 1.7779156384625592]",0.9920145862991225,0.9920145862991225,0.9920145862991225,0.9920145862991225,0.9920145862991225,1.0,1.0,1.0,1.0,1.0,0.001789500005543232,0.00020791601855307817,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 16, 24]"
2220,22805230,0.8,5,2,3,homogeneous,flat,0,"[0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.3999999999999999,0.3999999999999999,0.3999999999999999,0.3999999999999999,0.39999999999999997,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.005996124993544072,0.0005308339605107903,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 6, 7, 8, 16, 24]"
2221,22805231,0.8,5,2,3,homogeneous,flat,1,"[0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.3999999999999999,0.3999999999999999,0.3999999999999999,0.3999999999999999,0.39999999999999997,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.005996124993544072,0.0005308339605107903,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 6, 7, 8, 16, 24]"
2222,22805232,0.8,5,2,3,homogeneous,flat,2,"[0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.3999999999999999,0.3999999999999999,0.3999999999999999,0.3999999999999999,0.39999999999999997,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.005996124993544072,0.0005308339605107903,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 6, 7, 8, 16, 24]"
2223,22805237,0.8,5,2,3,homogeneous,log_uniform,0,"[0.8, 0.8, 0.8, 0.8, 0.8]","[0.3678129438501062, 2.372455077789363, 1.259756631196587, 0.6956528044289655, 0.3043225427349782]",0.7264423417971899,0.7264423417971899,0.7264423417971898,0.7264423417971899,0.7264423417971897,1.0,0.9999999999999999,0.9999999999999997,1.0000000000000002,1.0000000000000002,0.004996582982130349,0.00032225000904873013,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 8, 12, 14, 16, 17]"
2224,22805238,0.8,5,2,3,homogeneous,log_uniform,1,"[0.8, 0.8, 0.8, 0.8, 0.8]","[1.9769737891024943, 0.3917029440244125, 1.9687772095596918, 0.1430672260816749, 0.5194788312317269]",0.789150199732437,0.789150199732437,0.789150199732437,0.789150199732437,0.7891501997324369,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,0.005896499962545931,0.0005916669615544379,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 8, 10, 16, 20, 21]"
2225,22805239,0.8,5,2,3,homogeneous,log_uniform,2,"[0.8, 0.8, 0.8, 0.8, 0.8]","[0.23831310269930908, 0.2485018224813172, 1.6393614647559123, 2.181185585734065, 0.6926380243293963]",0.7641094100979953,0.7641094100979953,0.7641094100979953,0.7641094100979953,0.7641094100979953,1.0,1.0,1.0,1.0,1.0,0.005781916028354317,0.00030699995113536716,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 3, 4, 8, 16, 20, 28]"
2226,22805233,0.8,5,2,3,beta_bimodal,flat,0,"[0.9932690312930903, 0.9191468145453533, 0.5776791427456152, 0.9999758502287411, 0.5099291611871998]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9123916960671852,0.9123916960671852,0.9123916960671852,0.9123916960671852,0.9123916960671851,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,0.0063817500486038625,0.0005544159794226289,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 6, 8, 9, 16, 22]"
2227,22805234,0.8,5,2,3,beta_bimodal,flat,1,"[0.6200237108348203, 0.9337903252479102, 0.680125492174443, 0.8641993448416335, 0.9018611269011929]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.6998507969907367,0.6998507969907367,0.6998507969907367,0.6998507969907367,0.6998507969907367,1.0,1.0,1.0,1.0,1.0,0.006592000019736588,0.0007051249849610031,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 8, 12, 13, 16, 18]"
2228,22805235,0.8,5,2,3,beta_bimodal,flat,2,"[0.9717197561909352, 0.9980912564384138, 0.9960025754646097, 0.332487751873057, 0.7016986600329849]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9658135880939579,0.9658135880939579,0.9658135880939579,0.9658135880939579,0.9658135880939582,1.0,1.0,1.0000000000000004,0.9999999999999997,1.0,0.007518833968788385,0.00031995796598494053,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 6, 8, 16, 17, 25]"
2229,22805240,0.8,5,2,3,beta_bimodal,log_uniform,0,"[0.9988768354999759, 0.5760853416474839, 0.9387749479690608, 0.9448899263174175, 0.5413729485660616]","[0.4734857422889648, 2.947568702152781, 0.611522302180349, 0.4673179198787251, 0.5001053334991803]",1.4788794138527812,1.4788794138527812,1.4788794138527812,1.4788794138527812,1.478879413852781,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,0.005363665986806154,0.0003291249740868807,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 8, 9, 16, 20, 22]"
2230,22805241,0.8,5,2,3,beta_bimodal,log_uniform,1,"[0.5302397114167741, 0.9991737251927821, 0.6623581705977032, 0.9769241774992146, 0.831304215293526]","[0.7125187845368236, 1.1546053777105334, 0.27819382359658734, 2.495011278699608, 0.3596707354564471]",0.42864290137255934,0.42864290137255934,0.42864290137255934,0.42864290137255934,0.4286429013725592,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,0.006238374975509942,0.00030279200291261077,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 8, 10, 16, 20, 21]"
2231,22805242,0.8,5,2,3,beta_bimodal,log_uniform,2,"[0.9952058105900974, 0.9998915431890717, 0.728215516769824, 0.2812913056561663, 0.9953958237948403]","[0.18718036645835615, 2.2265321901614965, 0.423497756600803, 0.15279584203350743, 2.0099938447458365]",0.22491581905595692,0.22491581905595692,0.22491581905595692,0.22491581905595692,0.22491581905595695,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.005246500018984079,0.0003020829753950238,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 3, 4, 8, 16, 24, 28]"
2232,22805320,0.8,5,3,2,homogeneous,flat,0,"[0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.704,0.704,0.5999999999999999,0.704,0.5999999999999999,1.0,0.8522727272727272,0.8522727272727272,1.0,1.1733333333333336,0.011938750045374036,0.0018757079960778356,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 12, 16]"
2233,22805321,0.8,5,3,2,homogeneous,flat,1,"[0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.704,0.704,0.5999999999999999,0.704,0.5999999999999999,1.0,0.8522727272727272,0.8522727272727272,1.0,1.1733333333333336,0.011938750045374036,0.0018757079960778356,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 12, 16]"
2234,22805322,0.8,5,3,2,homogeneous,flat,2,"[0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.704,0.704,0.5999999999999999,0.704,0.5999999999999999,1.0,0.8522727272727272,0.8522727272727272,1.0,1.1733333333333336,0.011938750045374036,0.0018757079960778356,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 12, 16]"
2235,22805327,0.8,5,3,2,homogeneous,log_uniform,0,"[0.8, 0.8, 0.8, 0.8, 0.8]","[0.18121111327367556, 1.760509484682144, 2.028649926893162, 0.35985263917601795, 0.669776835975]",0.9192943496867996,0.9192943496867996,0.8917872495100609,0.9192943496867996,0.8917872495100609,1.0,0.9700780275804912,0.9700780275804912,1.0,1.0308449130572912,0.013930250017438084,0.012524041987489909,15,7,"[1, 2, 4, 8, 16, 6, 24]","[1, 2, 4, 6, 8, 16, 24]"
2236,22805328,0.8,5,3,2,homogeneous,log_uniform,1,"[0.8, 0.8, 0.8, 0.8, 0.8]","[2.5390317428265026, 0.18595365478153708, 1.660827486692374, 0.21495235951975522, 0.399234756179831]",0.9362768058366735,0.9362768058366735,0.9198187971397414,0.9362768058366735,0.9198187971397412,1.0,0.9824218558076689,0.9824218558076688,1.0000000000000002,1.0178926640204677,0.017743750009685755,0.006874458980746567,15,4,"[1, 2, 4, 8, 16, 5, 10]","[1, 2, 4, 5, 8, 16, 24]"
2237,22805329,0.8,5,3,2,homogeneous,log_uniform,2,"[0.8, 0.8, 0.8, 0.8, 0.8]","[0.6564030017485322, 3.010512759403827, 0.6937375277242469, 0.3693688105508544, 0.2699779005725401]",0.9013599199542842,0.9013599199542842,0.872130657775321,0.9013599199542842,0.8721306577753211,1.0,0.9675720413878113,0.9675720413878114,0.9999999999999999,1.0335147743269602,0.012803707970306277,0.012880958965979517,15,7,"[1, 2, 4, 8, 16, 6, 24]","[1, 2, 4, 6, 8, 9, 16]"
2238,22805323,0.8,5,3,2,beta_bimodal,flat,0,"[0.943324534944274, 0.07911139397694296, 0.9997580549855694, 0.9999986298227836, 0.97780738627043]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.999756684808353,0.999756684808353,0.999756684808353,0.999756684808353,0.9997566848083529,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,0.012042624992318451,0.0013382919714786112,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 16, 20]"
2239,22805324,0.8,5,3,2,beta_bimodal,flat,1,"[0.9895869489062714, 0.9877339725144304, 0.9935359881157744, 0.3547621689772977, 0.674380921486226]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9872217485530139,0.9863850672332127,0.9831229370220461,0.9863850672332127,0.9831229370220458,0.9991524889711683,0.9966928430695765,0.9958481348927171,1.0000000000000004,1.0033181305087315,0.018254042020998895,0.024231875024270266,15,15,"[1, 2, 4, 8, 16, 3, 24]","[1, 2, 3, 4, 8, 16, 24]"
2240,22805325,0.8,5,3,2,beta_bimodal,flat,2,"[0.16389918767161918, 0.9970411967679357, 0.9602734526049302, 0.8844022794713273, 0.9943838834841875]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9920292834187169,0.9920292834187169,0.9914250802521233,0.9920292834187169,0.9914250802521234,1.0,0.9993909422063516,0.9993909422063517,0.9999999999999999,1.000609428971113,0.015298749960493296,0.013659582997206599,15,8,"[1, 2, 4, 8, 16, 9, 6]","[1, 2, 4, 8, 9, 16, 20]"
2241,22805330,0.8,5,3,2,beta_bimodal,log_uniform,0,"[0.4768396894632477, 0.9648075255182313, 0.9854669219634298, 0.9338828654016259, 0.6390029976534646]","[1.421174713116531, 0.7713636324450414, 1.384221020408472, 0.9665683451376065, 0.4566722888923492]",0.9800962795884871,0.9800962795884871,0.9722662609598846,0.9746638147764137,0.9722662609598843,1.0,0.9920109699509418,0.9920109699509416,1.0000000000000002,1.002465943654326,0.014867499994579703,0.011668750026728958,15,8,"[1, 2, 4, 8, 16, 9, 6]","[1, 2, 4, 8, 10, 16, 17]"
2242,22805331,0.8,5,3,2,beta_bimodal,log_uniform,1,"[0.9994551821689701, 0.835317193140244, 0.3006592962022989, 0.8676203698020947, 0.9969479586863926]","[1.901547160236426, 0.2354177806840558, 1.213639713428643, 0.23332068126035138, 1.4160746643905238]",0.9184576862259901,0.9184576862259901,0.9184038177565409,0.9184576862259901,0.9184038177565408,1.0,0.9999413489916225,0.9999413489916223,1.0000000000000002,1.00005865444852,0.013584291038569063,0.013859083002898842,15,7,"[1, 2, 4, 8, 16, 6, 24]","[1, 2, 4, 6, 8, 16, 24]"
2243,22805332,0.8,5,3,2,beta_bimodal,log_uniform,2,"[0.7725861897697991, 0.9254771769183754, 0.9796445338758525, 0.9527873732831061, 0.369504726152867]","[0.24763648546321404, 1.684212696804075, 0.9076152013780698, 1.9631829495503557, 0.19735266680428526]",0.38704895985000143,0.38704895985000143,0.3426292323110774,0.3619812963833111,0.34262923231107745,1.0,0.8852348613567166,0.8852348613567168,0.9999999999999999,1.0564810653828385,0.01525608403608203,0.008200292009860277,15,4,"[1, 2, 4, 8, 16, 5, 10]","[1, 2, 4, 8, 9, 16, 18]"
2244,22805330,0.8,5,3,3,homogeneous,flat,0,"[0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.704,0.704,0.5999999999999999,0.704,0.5999999999999999,1.0,0.8522727272727272,0.8522727272727272,1.0,1.1733333333333336,0.0656195420306176,0.003106041986029595,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 6, 7, 8, 16, 24]"
2245,22805331,0.8,5,3,3,homogeneous,flat,1,"[0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.704,0.704,0.5999999999999999,0.704,0.5999999999999999,1.0,0.8522727272727272,0.8522727272727272,1.0,1.1733333333333336,0.0656195420306176,0.003106041986029595,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 6, 7, 8, 16, 24]"
2246,22805332,0.8,5,3,3,homogeneous,flat,2,"[0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.704,0.704,0.5999999999999999,0.704,0.5999999999999999,1.0,0.8522727272727272,0.8522727272727272,1.0,1.1733333333333336,0.0656195420306176,0.003106041986029595,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 6, 7, 8, 16, 24]"
2247,22805337,0.8,5,3,3,homogeneous,log_uniform,0,"[0.8, 0.8, 0.8, 0.8, 0.8]","[1.6831997622437724, 0.2993957919525017, 1.0203115294134073, 0.21944179089538543, 1.7776511254949325]",0.9043003421947335,0.9043003421947335,0.8962324834304222,0.8962324834304223,0.8962324834304222,1.0,0.9910783415776104,0.9910783415776104,1.0,1.0000000000000002,0.06317233300069347,0.061605541966855526,30,23,"[1, 2, 4, 8, 16, 17, 6, 14]","[1, 2, 4, 5, 8, 10, 16, 21]"
2248,22805338,0.8,5,3,3,homogeneous,log_uniform,1,"[0.8, 0.8, 0.8, 0.8, 0.8]","[1.6434341064047981, 1.5964735240009102, 0.38368372040095994, 0.16198856597052186, 1.21442008322281]",0.9041850860371041,0.9041850860371041,0.8908655427257035,0.8908655427257035,0.8908655427257035,1.0,0.985269007953031,0.985269007953031,1.0,1.0,0.06779733404982835,0.0022015420254319906,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 8, 12, 16, 18, 19]"
2249,22805339,0.8,5,3,3,homogeneous,log_uniform,2,"[0.8, 0.8, 0.8, 0.8, 0.8]","[0.41964803458466954, 0.716330892042965, 1.4254709810198256, 0.4253179514591119, 2.013232140893428]",0.8659274556443078,0.8659274556443078,0.8310068027912435,0.8310068027912436,0.8310068027912436,1.0,0.9596725422834861,0.9596725422834862,0.9999999999999999,1.0000000000000002,0.06379083299543709,0.0073452499927952886,30,3,"[1, 2, 4, 8, 16, 3, 20, 11]","[1, 2, 4, 6, 8, 9, 16, 22]"
2250,22805333,0.8,5,3,3,beta_bimodal,flat,0,"[0.7704445868254817, 0.940750858177766, 0.5951426153649597, 0.7782053336327812, 0.9154566059990112]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.8726535602425691,0.8726535602425691,0.8562074641767773,0.8562074641767774,0.8562074641767774,1.0,0.9811539231430851,0.9811539231430852,0.9999999999999999,1.0000000000000002,0.06458379101241007,0.003137375053483993,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 8, 9, 13, 16, 18]"
2251,22805334,0.8,5,3,3,beta_bimodal,flat,1,"[0.9953083795512745, 0.9655918373327332, 0.6865703866055793, 0.9826646463713887, 0.36986475013902376]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9836754629301551,0.9818100991980175,0.9779730259226638,0.9779730259226638,0.9779730259226637,0.9981036797171081,0.9960918376389812,0.9942029284836433,1.0000000000000002,1.0,0.07053745799930766,0.07727016700664535,30,30,"[1, 2, 4, 8, 16, 3, 20, 11]","[1, 2, 4, 6, 8, 9, 16, 22]"
2252,22805335,0.8,5,3,3,beta_bimodal,flat,2,"[0.9523776636132881, 0.9765004547705044, 0.20290172375974355, 0.8766542253939781, 0.9915659324624855]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9855212344168025,0.9815372215580487,0.9680663872329902,0.9680663872329903,0.9680663872329902,0.995957456095696,0.9862757784124829,0.9822887152764989,1.0,1.0000000000000002,0.06510691699804738,0.07742066599894315,30,30,"[1, 2, 4, 8, 16, 17, 6, 14]","[1, 2, 4, 8, 9, 13, 16, 18]"
2253,22805340,0.8,5,3,3,beta_bimodal,log_uniform,0,"[0.9484765638301585, 0.2480648081919011, 0.8586791566650475, 0.9454579992560832, 0.9993214720568098]","[0.9888609636716413, 1.4808383152983806, 0.3136423759028446, 1.7759808560707324, 0.4406774890564012]",1.2911632623800282,1.2885790313168632,1.2613095065662452,1.2613095065662452,1.2613095065662454,0.9979985249437772,0.9788375225051195,0.9768784036197307,0.9999999999999998,1.0,0.06381108303321525,0.0813629170297645,30,30,"[1, 2, 4, 8, 16, 3, 20, 11]","[1, 2, 4, 8, 9, 11, 16, 20]"
2254,22805341,0.8,5,3,3,beta_bimodal,log_uniform,1,"[0.9444639614747508, 0.06553030498759978, 0.9996310540885635, 0.9903746847778738, 0.9999999946712124]","[1.0918259799315841, 1.9150291670994308, 0.31305773861231384, 1.1494445601854006, 0.5306425541712705]",1.8612985248058416,1.8612361776257471,1.8612361776257471,1.8612361776257471,1.8612361776257471,0.9999665033957403,1.0,0.9999665033957403,1.0,1.0,0.0626226250315085,0.07993687503039837,30,30,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 8, 9, 11, 16, 20]"
2255,22805342,0.8,5,3,3,beta_bimodal,log_uniform,2,"[0.3829101544861815, 0.9998823891861298, 0.6173000068755874, 0.9999692101701271, 0.9999382392819739]","[0.317078210453576, 0.39386471120441935, 2.089630339861284, 0.5307964666701577, 1.668630271810564]",0.9954916774727435,0.9954914510327423,0.9954703164057799,0.9954703164057799,0.9954703164057798,0.999999772534511,0.9999787696549876,0.9999785421943276,1.0000000000000002,1.0,0.059178083029109985,0.08104254095815122,30,30,"[1, 2, 4, 8, 16, 3, 20, 11]","[1, 2, 4, 8, 10, 16, 17, 21]"
2256,22806220,0.8,6,2,2,homogeneous,flat,0,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.3999999999999999,0.3999999999999999,0.3999999999999999,0.3999999999999999,0.4,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,0.0050362920155748725,0.001687415991909802,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
2257,22806221,0.8,6,2,2,homogeneous,flat,1,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.3999999999999999,0.3999999999999999,0.3999999999999999,0.3999999999999999,0.4,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,0.0050362920155748725,0.001687415991909802,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
