agents,clearanceStatus,solveConicGibbsGreedyDynamic,PPO_4Bucket_50000000,PPO_4Bucket_20000000,PPO_5Bucket_50000000,PPO_5Bucket_20000000,solveMILP
"[(0, 1, 0.9135459807021766), (1, 1, 0.26270390517815434), (2, 1, 0.857151075663037), (3, 2, 0.3297183227987447), (4, 2, 0.07582904948396219), (5, 3, 0.28070769903882464), (6, 2, 0.2514694355512719), (7, 3, 0.9291525121231576), (8, 3, 0.9303808678717388), (9, 1, 0.8212144936226399), (10, 3, 0.463070164337419), (11, 3, 0.5508830537064113), (12, 1, 0.6674428734908734), (13, 1, 0.27875375310736383), (14, 2, 0.8566098553556792), (15, 2, 0.23372556603719652), (16, 2, 0.02666780973736227), (17, 1, 0.9461561037175797), (18, 3, 0.2748513079357131), (19, 3, 0.6615417309469243), (20, 1, 0.1605679201904292), (21, 2, 0.799872037584109), (22, 2, 0.059593080553349775), (23, 2, 0.8662994274205034), (24, 3, 0.7173539663162339), (25, 1, 0.1492381079212567), (26, 1, 0.5393280207628849), (27, 1, 0.7777120526559652), (28, 2, 0.3978525321341636), (29, 1, 0.9701163720845887), (30, 2, 0.5809378344860838), (31, 3, 0.7101267651952966), (32, 3, 0.8603329704313661), (33, 1, 0.564715491863247), (34, 1, 0.8372400279368103), (35, 1, 0.876795162725475), (36, 3, 0.3586069065420373), (37, 1, 0.810911247874972), (38, 1, 0.4762008991693695), (39, 3, 0.4810683611484884), (40, 2, 0.21256928257783303), (41, 1, 0.18782741946501802), (42, 3, 0.5824613945771073), (43, 1, 0.026763741926450146), (44, 2, 0.08931499937650811), (45, 3, 0.4481227961491524), (46, 3, 0.7047952502302527), (47, 3, 0.14651157205886944), (48, 2, 0.7519192692738396), (49, 3, 0.5214298093317982)]","[1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",0,0,0,0,0,0
"[(0, 1, 0.9710140159944727), (1, 1, 0.881830615192051), (2, 1, 0.01313681217723206), (3, 3, 0.5241705843386024), (4, 3, 0.731301540943831), (5, 2, 0.47305024421834274), (6, 2, 0.9062538009421552), (7, 2, 0.34769181404417093), (8, 1, 0.4440289090413768), (9, 2, 0.2703861756561281), (10, 2, 0.119668123625984), (11, 3, 0.0036302843689414166), (12, 3, 0.17956703403901675), (13, 2, 0.5024771925643727), (14, 2, 0.8672271572130678), (15, 3, 0.8421937100090421), (16, 2, 0.5017326468849567), (17, 1, 0.24998758722599712), (18, 1, 0.04485274875387102), (19, 3, 0.4042781006570574), (20, 1, 0.7370338355997456), (21, 2, 0.5847358742012867), (22, 2, 0.3415826384343884), (23, 2, 0.2226900665300885), (24, 1, 0.10804870335077188), (25, 1, 0.6207045057123243), (26, 2, 0.5668629024641553), (27, 1, 0.3760605590703062), (28, 1, 0.07635441886129468), (29, 1, 0.8719592388375297), (30, 2, 0.8393820978758502), (31, 1, 0.979190708869411), (32, 2, 0.5672933079245962), (33, 3, 0.9603324097897323), (34, 1, 0.2637060083680334), (35, 2, 0.0840188037576668), (36, 3, 0.48168977752545283), (37, 3, 0.6008393641254687), (38, 2, 0.7170253726928845), (39, 2, 0.10553378997059493), (40, 3, 0.8300924867404149), (41, 2, 0.05145264052605236), (42, 1, 0.4224392884424605), (43, 1, 0.985514325403633), (44, 1, 0.7159265115807133), (45, 2, 0.009172060338802024), (46, 3, 0.1017216385941625), (47, 1, 0.24239948406011202), (48, 2, 0.08777023766234615), (49, 1, 0.4736417516164312)]","[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1]",0,0,0,0,0,0
"[(0, 3, 0.2934016921101269), (1, 2, 0.6198351449410603), (2, 3, 0.8119491629971102), (3, 3, 0.724780648770997), (4, 2, 0.5162539454919132), (5, 3, 0.4723842324913715), (6, 1, 0.439600198981832), (7, 3, 0.7641805997536044), (8, 2, 0.2867539271346452), (9, 2, 0.6337225831717109), (10, 2, 0.527246917115527), (11, 1, 0.917275590584183), (12, 1, 0.15862800596135818), (13, 2, 0.6386160350519549), (14, 3, 0.32879116627092186), (15, 2, 0.2899277856388024), (16, 2, 0.22457069190130519), (17, 3, 0.9522065963626556), (18, 2, 0.6196727973061129), (19, 3, 0.7445279714489951), (20, 2, 0.9490891498302588), (21, 3, 0.32792642996347243), (22, 2, 0.1643747996731304), (23, 2, 0.8643932287113341), (24, 2, 0.11544959506626473), (25, 3, 0.08733821632630079), (26, 1, 0.25960563848296825), (27, 2, 0.6643454557953385), (28, 2, 0.741151687749896), (29, 1, 0.14410988413036407), (30, 1, 0.377697815162487), (31, 3, 0.03696855107432595), (32, 2, 0.9293172460540394), (33, 1, 0.7761484207049565), (34, 1, 0.5171229958241915), (35, 2, 0.20753890010485831), (36, 3, 0.17509006220749945), (37, 3, 0.8351570816814785), (38, 2, 0.7271747693031126), (39, 2, 0.4501770904510639), (40, 1, 0.369009971176228), (41, 2, 0.2425788098949283), (42, 1, 0.5835303599571182), (43, 1, 0.6767886798905154), (44, 1, 0.8073364239499192), (45, 2, 0.8967756896409804), (46, 1, 0.874462345938101), (47, 1, 0.32907340904131177), (48, 1, 0.18233698540809617), (49, 3, 0.5176249907564253)]","[0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0]",12,12,12,12,12,12
"[(0, 1, 0.05349278937758506), (1, 3, 0.2931563690075627), (2, 2, 0.8759911535850601), (3, 3, 0.9934958481723686), (4, 1, 0.527403545968186), (5, 2, 0.8783554982453445), (6, 2, 0.8199622934727621), (7, 1, 0.33676959785262395), (8, 2, 0.8707461265457535), (9, 2, 0.8124094828001203), (10, 2, 0.17599406591475064), (11, 2, 0.3730372787326315), (12, 3, 0.10078207176582332), (13, 2, 0.582089249153169), (14, 3, 0.22075676997005), (15, 3, 0.6571681251278619), (16, 3, 0.5148869312491521), (17, 1, 0.14188851744474962), (18, 1, 0.9263589116376639), (19, 1, 0.7587784773354774), (20, 1, 0.7843355940819012), (21, 1, 0.4354904878111445), (22, 2, 0.24862090809349924), (23, 2, 0.23513758164107512), (24, 2, 0.16122036029060172), (25, 2, 0.1468519813523249), (26, 3, 0.5933301501621517), (27, 3, 0.02160425209589434), (28, 3, 0.36337222610161646), (29, 3, 0.8048248971707214), (30, 3, 0.9902360844089813), (31, 1, 0.20112849315907033), (32, 2, 0.5023174066440089), (33, 3, 0.9027680902924577), (34, 3, 0.7623463561256031), (35, 1, 0.1401993327832206), (36, 1, 0.003140237081813102), (37, 1, 0.768706787521824), (38, 3, 0.8357690635617214), (39, 3, 0.23048578551682763), (40, 3, 0.7896173070707947), (41, 3, 0.19904147100735226), (42, 3, 0.7710774385082367), (43, 2, 0.4849162497025268), (44, 2, 0.2301399465957673), (45, 1, 0.8736745295220522), (46, 1, 0.742278949731171), (47, 3, 0.08624421433784712), (48, 2, 0.3048739644226921), (49, 3, 0.9365496899638284)]","[0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1]",15,15,15,15,15,15
"[(0, 2, 0.007780616024308795), (1, 1, 0.925890333261022), (2, 3, 0.5675671382366155), (3, 2, 0.2091023198574864), (4, 2, 0.08072867084998314), (5, 1, 0.8233798414125615), (6, 3, 0.3017794444283437), (7, 2, 0.27976580068516654), (8, 1, 0.52261811607193), (9, 3, 0.08834826037570742), (10, 2, 0.5097718711233261), (11, 3, 0.23197546572246475), (12, 3, 0.9643167206225615), (13, 1, 0.7041768166938822), (14, 2, 0.408612108033955), (15, 1, 0.5869768705067844), (16, 1, 0.897037736929042), (17, 3, 0.20261338216823965), (18, 1, 0.5676999067914261), (19, 3, 0.714385415254833), (20, 3, 0.9354986991998363), (21, 2, 0.4881834783070139), (22, 3, 0.27073253970308664), (23, 1, 0.5203990904889276), (24, 2, 0.28447585671492115), (25, 3, 0.8695483977389168), (26, 1, 0.31856456668176514), (27, 2, 0.455388741396618), (28, 3, 0.6233716616212313), (29, 2, 0.604016308035112), (30, 1, 0.01920949458895993), (31, 1, 0.6026710310129043), (32, 2, 0.6607750662895338), (33, 2, 0.9071534437168404), (34, 1, 0.24582373803524293), (35, 2, 0.3610327186146657), (36, 2, 0.6279153455708636), (37, 3, 0.5283613146513041), (38, 3, 0.0959686268458042), (39, 2, 0.6369459586126797), (40, 2, 0.7997496589203), (41, 3, 0.6090495985432433), (42, 3, 0.30021640510062364), (43, 1, 0.9424604869675752), (44, 3, 0.463847068760446), (45, 2, 0.4576055101753679), (46, 1, 0.2370139498644418), (47, 1, 0.47602758708759807), (48, 1, 0.5554687456963802), (49, 3, 0.25305850945302355)]","[0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",12,12,12,12,12,12
"[(0, 2, 0.12267476557299661), (1, 2, 0.14678318471038687), (2, 3, 0.21857521112630018), (3, 3, 0.976083044881951), (4, 1, 0.5869823930285842), (5, 2, 0.8375238392931857), (6, 3, 0.3168899550222297), (7, 2, 0.3647622861338441), (8, 1, 0.0037653447062480083), (9, 3, 0.08969608660264394), (10, 3, 0.7784079755276869), (11, 2, 0.1588459185370309), (12, 3, 0.35517285069087945), (13, 3, 0.8474974980188621), (14, 2, 0.36258652421393145), (15, 3, 0.6541982173032629), (16, 1, 0.8304223781803867), (17, 1, 0.6205075327884085), (18, 2, 0.1733864281107913), (19, 3, 0.27420680372679884), (20, 2, 0.39235578595546805), (21, 3, 0.18351221043516908), (22, 2, 0.19792063961491357), (23, 2, 0.9839851397298541), (24, 3, 0.589398710725618), (25, 2, 0.9229057375366743), (26, 2, 0.581329331174099), (27, 2, 0.41127150864084017), (28, 2, 0.4380827910117093), (29, 3, 0.764758774059987), (30, 1, 0.3890205324347955), (31, 2, 0.4604828819774005), (32, 1, 0.22077301981855257), (33, 3, 0.5285416491782425), (34, 2, 0.7958682968774949), (35, 3, 0.4737793492798854), (36, 1, 0.04607001192025362), (37, 3, 0.9080753433640277), (38, 3, 0.3731783394013378), (39, 3, 0.7847309334095325), (40, 2, 0.8798920788240535), (41, 1, 0.4834953659626934), (42, 3, 0.3894017859655844), (43, 1, 0.5220755615094151), (44, 3, 0.7553076914983139), (45, 2, 0.17605863222016271), (46, 2, 0.638493639083299), (47, 2, 0.7115035189988201), (48, 1, 0.3469009826655408), (49, 2, 0.6886828655351745)]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1]",13,13,13,13,13,13
"[(0, 2, 0.9123826854012786), (1, 1, 0.09406820063604415), (2, 2, 0.9332256694291751), (3, 3, 0.35071632464098634), (4, 3, 0.38506960163629567), (5, 3, 0.6950488703599689), (6, 3, 0.3432594351147914), (7, 1, 0.02811097942990759), (8, 3, 0.4441318237496018), (9, 3, 0.7591110660575547), (10, 2, 0.34578392809585534), (11, 2, 0.6421410098160876), (12, 3, 0.8306926840128956), (13, 3, 0.20999920679944828), (14, 3, 0.6372215072201057), (15, 3, 0.39378207103448304), (16, 3, 0.8642713919317919), (17, 1, 0.5258437593130492), (18, 2, 0.7760258968178925), (19, 3, 0.953685282241114), (20, 3, 0.1500870282499266), (21, 3, 0.7390350738782274), (22, 2, 0.973777792872966), (23, 2, 0.15154924981849938), (24, 3, 0.06099200154331619), (25, 3, 0.5868231404341472), (26, 1, 0.8388408317220688), (27, 1, 0.03260087303748327), (28, 1, 0.05990749322605482), (29, 3, 0.04758354466301673), (30, 2, 0.44332196109603506), (31, 2, 0.9133203756721543), (32, 1, 0.20785961796212638), (33, 1, 0.9090094391617835), (34, 1, 0.48231405961029006), (35, 3, 0.0339351650517723), (36, 2, 0.8418729778091888), (37, 2, 0.7745798478378194), (38, 2, 0.006261242447182402), (39, 1, 0.7797212597870697), (40, 3, 0.369987973719883), (41, 2, 0.22836713954330645), (42, 1, 0.12235061585432039), (43, 2, 0.7837878555105692), (44, 1, 0.7917053846611134), (45, 2, 0.8259373818730952), (46, 2, 0.6526170830389003), (47, 1, 0.578393602697612), (48, 1, 0.5500408470167794), (49, 2, 0.5696881216247659)]","[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]",12,12,12,12,12,12
"[(0, 2, 0.6959490777979733), (1, 1, 0.6724349679974523), (2, 1, 0.13491464014661758), (3, 3, 0.3141871173913622), (4, 1, 0.6862907082980987), (5, 1, 0.7665770489194619), (6, 3, 0.9776618074996948), (7, 1, 0.7118049407917261), (8, 2, 0.9684146795147272), (9, 3, 0.5322438596417437), (10, 3, 0.6261746621094373), (11, 2, 0.5663916257059044), (12, 2, 0.7802155583892653), (13, 2, 0.6698500564606505), (14, 3, 0.028895140040027578), (15, 2, 0.8347016149324384), (16, 2, 0.1504603093578255), (17, 2, 0.9066233546642689), (18, 2, 0.6359107613035605), (19, 3, 0.9862309900420119), (20, 1, 0.8556057714656442), (21, 1, 0.7594306592120283), (22, 3, 0.22194228276464345), (23, 3, 0.34307877590548286), (24, 1, 0.6081990570591417), (25, 1, 0.23018559262057647), (26, 2, 0.8896775000186533), (27, 2, 0.045458541946760245), (28, 1, 0.007958189015801032), (29, 2, 0.910872206642896), (30, 1, 0.1606717139844892), (31, 3, 0.645916436324091), (32, 2, 0.2664786059593516), (33, 1, 0.30627192669659065), (34, 3, 0.15035376801306144), (35, 2, 0.24420964769229192), (36, 2, 0.11455181610382403), (37, 2, 0.6904074495671028), (38, 2, 0.8608522527373152), (39, 1, 0.9239674391060037), (40, 1, 0.14909096273036726), (41, 3, 0.7409367393632461), (42, 3, 0.6886752414475215), (43, 1, 0.3940838941626783), (44, 2, 0.6802240356665681), (45, 1, 0.5052201049454234), (46, 2, 0.34024158248133074), (47, 2, 0.04575536137264302), (48, 1, 0.5547814146047826), (49, 3, 0.28908117802964506)]","[1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1]",12,12,12,12,12,12
"[(0, 3, 0.8374078827471961), (1, 1, 0.7350252870211234), (2, 1, 0.8523399681685873), (3, 2, 0.7692297470164579), (4, 1, 0.674212130976066), (5, 1, 0.9060221195057334), (6, 1, 0.4922344866339524), (7, 3, 0.5801588838863965), (8, 1, 0.35061306829154204), (9, 3, 0.6534209920970947), (10, 1, 0.5140405055554542), (11, 1, 0.2986978682099959), (12, 3, 0.4411749502211476), (13, 1, 0.42732550087743004), (14, 3, 0.1659772210961158), (15, 1, 0.8031261250454238), (16, 2, 0.8916694334685608), (17, 1, 0.9293447263878526), (18, 1, 0.2604292759172889), (19, 2, 0.11786098753792162), (20, 3, 0.8516008606160914), (21, 2, 0.40181850178041123), (22, 3, 0.6089989872955138), (23, 3, 0.21737109512611608), (24, 3, 0.035509928710171224), (25, 1, 0.6230566412675422), (26, 2, 0.3406402233734772), (27, 3, 0.4946180851384947), (28, 1, 0.5179604284083766), (29, 1, 0.36454531981343274), (30, 3, 0.5616604448010969), (31, 2, 0.4695259939076668), (32, 2, 0.13844083644384597), (33, 2, 0.9065568949740607), (34, 1, 0.9907800346323213), (35, 1, 0.5761198697300965), (36, 2, 0.5804317129351052), (37, 1, 0.4029098515793149), (38, 2, 0.14777460467664805), (39, 1, 0.9043414718194398), (40, 2, 0.6907958266754548), (41, 3, 0.7190587296955963), (42, 3, 0.8609773667729884), (43, 1, 0.9812773520667398), (44, 2, 0.5190626190278805), (45, 2, 0.5400055765647815), (46, 2, 0.018249328704467382), (47, 3, 0.6444239052541421), (48, 3, 0.13474699495906228), (49, 2, 0.19688378121884764)]","[1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0]",0,0,0,0,0,0
"[(0, 2, 0.17768353999449105), (1, 1, 0.10369854965104408), (2, 1, 0.5478832746897188), (3, 3, 0.19733426046070346), (4, 1, 0.08301149837672472), (5, 1, 0.9227396262912015), (6, 3, 0.47862460192729883), (7, 3, 0.8677187305945907), (8, 3, 0.3862709291370593), (9, 3, 0.9715740966690408), (10, 2, 0.8792008298828072), (11, 1, 0.41917516234734786), (12, 3, 0.27812490721373406), (13, 2, 0.48433543249566835), (14, 2, 0.372961194097857), (15, 2, 0.8988590287900998), (16, 1, 0.6308932458634798), (17, 2, 0.05302574433331986), (18, 1, 0.6765253620662018), (19, 3, 0.39451054509496153), (20, 2, 0.027353345971432907), (21, 2, 0.5764375795745754), (22, 3, 0.5582805555915107), (23, 2, 0.2124360929815453), (24, 3, 0.03369391024536972), (25, 3, 0.4067666268733712), (26, 2, 0.6411787010884019), (27, 3, 0.4231260622683265), (28, 3, 0.975087983844667), (29, 3, 0.4087652740280623), (30, 3, 0.40164496095498614), (31, 1, 0.6794792360986914), (32, 2, 0.2531798174814148), (33, 2, 0.6194015800490795), (34, 3, 0.05807956163219863), (35, 1, 0.7390382634156285), (36, 3, 0.9275411586931619), (37, 2, 0.9132084889873303), (38, 1, 0.5028490820695806), (39, 1, 0.565839033368469), (40, 1, 0.9276932770520804), (41, 1, 0.7242118957440383), (42, 1, 0.8181204418447287), (43, 1, 0.029379661689591496), (44, 1, 0.9358764795010835), (45, 3, 0.14921333614665), (46, 2, 0.7290953721478659), (47, 1, 0.009899335018161648), (48, 3, 0.41788622048724877), (49, 1, 0.7292466978887178)]","[1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1]",0,0,0,0,0,0
"[(0, 2, 0.6403505808133763), (1, 3, 0.20506572427062497), (2, 2, 0.9450492310415652), (3, 1, 0.3432417168005064), (4, 3, 0.3372655174122412), (5, 1, 0.7864405365848389), (6, 1, 0.23812040746565077), (7, 2, 0.06460449324526008), (8, 3, 0.3000266400113548), (9, 1, 0.29524741916586517), (10, 3, 0.8145037715194606), (11, 2, 0.45820016820166787), (12, 3, 0.2713234791697925), (13, 3, 0.7493724942412812), (14, 2, 0.9719639940279274), (15, 1, 0.8591796119671595), (16, 2, 0.8171212781108356), (17, 1, 0.3886174079290554), (18, 3, 0.3044406265023465), (19, 3, 0.9071404072445391), (20, 3, 0.9827974343927797), (21, 2, 0.04309522367396945), (22, 1, 0.42291904593189045), (23, 2, 0.31219386890478007), (24, 2, 0.14684849710943326), (25, 3, 0.29834591448906267), (26, 1, 0.5579929255671371), (27, 3, 0.6993534730828179), (28, 3, 0.009462418841924114), (29, 1, 0.722558014060801), (30, 3, 0.7691510204927295), (31, 2, 0.44657035829612535), (32, 1, 0.7210440414117151), (33, 2, 0.39191161541984576), (34, 3, 0.5448373531567451), (35, 3, 0.33703097035929996), (36, 2, 0.28691247798549435), (37, 3, 0.11194500112201256), (38, 2, 0.057640788343297444), (39, 1, 0.8707153701280779), (40, 1, 0.17941242564757598), (41, 1, 0.8860622253669589), (42, 3, 0.47915749094416216), (43, 3, 0.34669783549649436), (44, 3, 0.9680832124586273), (45, 1, 0.8041298625542926), (46, 2, 0.07474596380814691), (47, 3, 0.5621813402432264), (48, 3, 0.036352788836030214), (49, 2, 0.125048307376327)]","[1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]",13,13,13,13,13,13
"[(0, 2, 0.1351749828689368), (1, 3, 0.12195969367467874), (2, 1, 0.583553306283051), (3, 2, 0.593304889919042), (4, 2, 0.6704402946594175), (5, 2, 0.9236693639244999), (6, 2, 0.5767859790438047), (7, 2, 0.4814522693566614), (8, 2, 0.7369746951871408), (9, 3, 0.8087841773489233), (10, 3, 0.6815126407204507), (11, 3, 0.8209925724912384), (12, 2, 0.09149525788526247), (13, 1, 0.0929833429105944), (14, 1, 0.554940275185686), (15, 1, 0.10529061507769921), (16, 3, 0.9812831297598784), (17, 1, 0.6816724670890244), (18, 1, 0.3820953935227287), (19, 2, 0.2136339633989227), (20, 3, 0.32897111826611913), (21, 2, 0.49459327591992264), (22, 3, 0.531666679395699), (23, 2, 0.6841566727045386), (24, 2, 0.1397317076666691), (25, 1, 0.9356429053266857), (26, 3, 0.3173813612517583), (27, 3, 0.3125507673852229), (28, 3, 0.7103481540112594), (29, 3, 0.4245678677181305), (30, 3, 0.6573042772547036), (31, 3, 0.713696125079697), (32, 3, 0.8682848043641819), (33, 2, 0.5516302618373925), (34, 3, 0.05857397763375005), (35, 2, 0.9348836316787277), (36, 2, 0.13200473815052582), (37, 3, 0.942794604408344), (38, 3, 0.5363894588559056), (39, 2, 0.3568010222088289), (40, 3, 0.3855457445695315), (41, 2, 0.45160022404708255), (42, 3, 0.13624633904427852), (43, 1, 0.08464093706558473), (44, 2, 0.8832183620932093), (45, 1, 0.8746156229609958), (46, 2, 0.6579343834811269), (47, 3, 0.9647867563678864), (48, 3, 0.6323129689101038), (49, 2, 0.38295855566501524)]","[0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",14,14,14,14,14,14
"[(0, 3, 0.7974149946610943), (1, 1, 0.6481758588339518), (2, 1, 0.8087856391356101), (3, 1, 0.685480677495368), (4, 2, 0.23191884957538422), (5, 1, 0.45540541008191404), (6, 2, 0.7168265372473571), (7, 2, 0.508179430792401), (8, 1, 0.43154226977051113), (9, 3, 0.38604921916432666), (10, 2, 0.4666009511792307), (11, 2, 0.12972902794892338), (12, 3, 0.7710142818425013), (13, 2, 0.033305526702830934), (14, 3, 0.18097386713463515), (15, 3, 0.20764427632767413), (16, 1, 0.8010504264022851), (17, 3, 0.8526694850112978), (18, 2, 0.19088570770404656), (19, 2, 0.2816688625895707), (20, 3, 0.7190753859868229), (21, 2, 0.6643223270437906), (22, 1, 0.08052605595201034), (23, 2, 0.047202560610573485), (24, 3, 0.5738245539633771), (25, 2, 0.36186690417576417), (26, 2, 0.13193700157738608), (27, 2, 0.021948213482615664), (28, 1, 0.1426534524919142), (29, 2, 0.7849111992702781), (30, 3, 0.5565045627127676), (31, 3, 0.6967727904903198), (32, 1, 0.748531924116348), (33, 1, 0.26078334285970095), (34, 1, 0.855903376201285), (35, 1, 0.233920691292256), (36, 2, 0.9060081118484353), (37, 1, 0.445279399866099), (38, 2, 0.33166589735534047), (39, 3, 0.15138326618034537), (40, 1, 0.07398759504828856), (41, 1, 0.49391692617599636), (42, 2, 0.731295153688262), (43, 3, 0.9628662531857765), (44, 3, 0.8463495067005689), (45, 3, 0.1638442097212235), (46, 3, 0.11773142642944268), (47, 3, 0.03864730550057982), (48, 1, 0.01414032678402577), (49, 3, 0.27824447248110584)]","[1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]",14,14,14,14,14,14
"[(0, 1, 0.3194259715936384), (1, 3, 0.019335588539816206), (2, 2, 0.738749474400795), (3, 2, 0.23008183627457546), (4, 3, 0.4573309678197689), (5, 2, 0.7023685714208668), (6, 2, 0.9902542811681904), (7, 3, 0.506844618417354), (8, 3, 0.1322929772378918), (9, 2, 0.9882493595657011), (10, 1, 0.8141198056781715), (11, 2, 0.7060640514581271), (12, 2, 0.7987896241431857), (13, 2, 0.7440121210374385), (14, 3, 0.3224786537079931), (15, 3, 0.6433453667217656), (16, 2, 0.3677072331277518), (17, 1, 0.5667566874818145), (18, 1, 0.4332926440751822), (19, 2, 0.16515225065554318), (20, 3, 0.8454797012772863), (21, 3, 0.3195620010356168), (22, 1, 0.5670309482435893), (23, 1, 0.26208961250982254), (24, 3, 0.05710304965888591), (25, 3, 0.7693699473396192), (26, 1, 0.280406880324767), (27, 2, 0.5834557131090891), (28, 2, 0.20112775133010585), (29, 3, 0.015646668669629715), (30, 3, 0.7106500138639453), (31, 1, 0.29686366637703276), (32, 3, 0.18759978655767096), (33, 1, 0.22178549532091607), (34, 1, 0.26212452674502096), (35, 2, 0.5797321258585213), (36, 3, 0.6144060680922341), (37, 3, 0.1879036748991919), (38, 2, 0.48440944807572395), (39, 1, 0.41089892363721126), (40, 3, 0.029238880099272002), (41, 1, 0.07313485267659747), (42, 1, 0.6786969920456751), (43, 2, 0.5065154697231418), (44, 1, 0.7083554147964232), (45, 1, 0.7038915713174925), (46, 2, 0.7962045919283801), (47, 3, 0.9651127827083534), (48, 2, 0.8838501103545262), (49, 3, 0.7714216493993442)]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1]",0,0,0,0,0,0
