agents,clearanceStatus,solveConicGibbsGreedyDynamic,PPO_4Bucket_50000000,PPO_4Bucket_20000000,PPO_5Bucket_50000000,PPO_5Bucket_20000000,solveMILP
"[(0, 1, 0.29811122102914434), (1, 2, 0.6637505286891672), (2, 1, 0.9687401482476239), (3, 2, 0.6286459279249107), (4, 3, 0.7924607539439412), (5, 3, 0.1467170880205112), (6, 1, 0.27508933414747183), (7, 1, 0.8782670193565593), (8, 3, 0.6519439818821822), (9, 2, 0.32044205102737133), (10, 1, 0.5238954714176848), (11, 2, 0.1509116369708844), (12, 3, 0.18762213749160594), (13, 1, 0.22805523885735968), (14, 2, 0.5632537922217564), (15, 2, 0.8353955696744013), (16, 1, 0.2510887516947694), (17, 1, 0.40847029716650907), (18, 3, 0.21942918171853687), (19, 2, 0.5894694173557898), (20, 2, 0.10430038599470681), (21, 2, 0.9872944544741853), (22, 2, 0.3883400239386515), (23, 2, 0.32891330117526474), (24, 3, 0.05859093257777537), (25, 1, 0.4232439032075882), (26, 1, 0.23525667648667192), (27, 1, 0.5680468713894427), (28, 3, 0.18141828221057577), (29, 1, 0.2865391216699231), (30, 2, 0.04127571809163644), (31, 3, 0.8839098620463256), (32, 3, 0.41698527947294406), (33, 2, 0.9846135243757753), (34, 3, 0.2006606288138244), (35, 2, 0.41042487746598866), (36, 3, 0.7054472879698527), (37, 1, 0.49238666095079153), (38, 3, 0.8383511784049055), (39, 2, 0.6562659714494989), (40, 2, 0.9851207460394686), (41, 1, 0.7477450677239484), (42, 3, 0.5282844221001817), (43, 1, 0.9586442722028454), (44, 1, 0.035755685519909264), (45, 1, 0.9295256236953752), (46, 3, 0.6099581919966341), (47, 1, 0.7379179738825655), (48, 3, 0.9031580393614475), (49, 1, 0.8987831099222223)]","[0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1]",26,18,19,13,13,26
"[(0, 2, 0.0584675275601636), (1, 2, 0.18423331451093616), (2, 1, 0.8670806045718519), (3, 1, 0.867338748637185), (4, 1, 0.37963522915757864), (5, 3, 0.79225039370574), (6, 2, 0.18727740386003933), (7, 1, 0.9824956665497885), (8, 3, 0.12990368916846184), (9, 1, 0.3842371074319536), (10, 2, 0.01845678412378382), (11, 2, 0.15823596813125818), (12, 3, 0.7027571502502532), (13, 3, 0.38824695883425986), (14, 2, 0.2508495598806104), (15, 2, 0.32226660987179445), (16, 3, 0.6031801849577344), (17, 3, 0.5587213342912752), (18, 1, 0.821470744462584), (19, 3, 0.6236681146742368), (20, 2, 0.27224054139356113), (21, 1, 0.19006392022242258), (22, 2, 0.671356822110977), (23, 1, 0.44467442317843575), (24, 3, 0.0377086385258405), (25, 1, 0.21191824268594772), (26, 1, 0.48749914670603955), (27, 3, 0.17144425223619508), (28, 3, 0.4983963087211478), (29, 1, 0.06528870086266092), (30, 3, 0.9982914019822513), (31, 3, 0.8236190874276209), (32, 1, 0.07926277621113154), (33, 2, 0.3769131937384017), (34, 2, 0.003978535699074692), (35, 3, 0.34168755232748016), (36, 1, 0.48503313259599845), (37, 2, 0.5115651119136916), (38, 2, 0.05948701883788976), (39, 1, 0.7296117953726078), (40, 3, 0.43603381008591136), (41, 2, 0.6310592956141766), (42, 3, 0.18083698514570534), (43, 3, 0.5985632517282911), (44, 3, 0.7855479083064495), (45, 1, 0.5111230841125143), (46, 1, 0.7663096102547602), (47, 2, 0.0006131748797998382), (48, 3, 0.699030928335485), (49, 3, 0.14666804700476965)]","[0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1]",16,24,16,14,6,18
"[(0, 1, 0.5995389942952889), (1, 2, 0.9380528360384104), (2, 3, 0.6823393572566718), (3, 3, 0.6582291705050479), (4, 2, 0.28153584880155214), (5, 2, 0.4063743485840937), (6, 2, 0.246718405718946), (7, 3, 0.6100593428286555), (8, 2, 0.5014775542247989), (9, 1, 0.09170803649451476), (10, 1, 0.6027909908740615), (11, 1, 0.9417299708410595), (12, 1, 0.040581561926002485), (13, 2, 0.3400105657657452), (14, 2, 0.6297061768197655), (15, 1, 0.4957720707898885), (16, 1, 0.7521614195852847), (17, 2, 0.2829896868577013), (18, 2, 0.5361043182176394), (19, 2, 0.03171251788605045), (20, 1, 0.8410244068799458), (21, 3, 0.7639359461967233), (22, 3, 0.7672312494444536), (23, 3, 0.8821634839893537), (24, 3, 0.7996159589356451), (25, 3, 0.15410880366118973), (26, 2, 0.09999685119794632), (27, 2, 0.14465515333327394), (28, 1, 0.691959007337526), (29, 2, 0.5048504117581892), (30, 2, 0.3740013937111769), (31, 3, 0.45354888607911215), (32, 3, 0.6118914768191152), (33, 3, 0.43559338581850227), (34, 2, 0.3384702512701149), (35, 2, 0.29901845674473004), (36, 3, 0.32290220297367556), (37, 2, 0.5072167732054758), (38, 1, 0.9844389716913653), (39, 2, 0.4714724796841029), (40, 1, 0.8371626224788729), (41, 2, 0.47771307066349233), (42, 2, 0.8404291481128087), (43, 2, 0.6575441656451503), (44, 3, 0.834086883110745), (45, 2, 0.16424061225951603), (46, 1, 0.5598981661025465), (47, 2, 0.29491492419330767), (48, 1, 0.364214854525734), (49, 3, 0.33070015485656556)]","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0]",21,14,6,9,4,21
"[(0, 3, 0.8347577571126621), (1, 3, 0.8400536187661407), (2, 2, 0.8934946593616524), (3, 2, 0.5420793341493092), (4, 2, 0.006342189332952053), (5, 3, 0.42813432332686596), (6, 2, 0.759713055095701), (7, 1, 0.41635302180309586), (8, 1, 0.22463346314452692), (9, 1, 0.8845943674294954), (10, 3, 0.10120754670704679), (11, 3, 0.9160060437830049), (12, 1, 0.3643603231508108), (13, 3, 0.893186819096389), (14, 2, 0.5259462837647648), (15, 1, 0.9554682337867363), (16, 1, 0.7621942180517874), (17, 3, 0.48258598420474397), (18, 2, 0.6230116796973998), (19, 1, 0.2271904216201499), (20, 3, 0.3095829226320044), (21, 2, 0.8346860690039113), (22, 3, 0.7697310496304978), (23, 3, 0.18712975425733103), (24, 3, 0.12902919088022102), (25, 1, 0.5565881958791197), (26, 3, 0.379907022652371), (27, 2, 0.4152575743006055), (28, 3, 0.5095877030220284), (29, 1, 0.42145283686191914), (30, 2, 0.9898628631915425), (31, 1, 0.3021083961311918), (32, 3, 0.9264102725009873), (33, 2, 0.5974597725651281), (34, 2, 0.9408226392954286), (35, 1, 0.8550182234952247), (36, 1, 0.8296391391706374), (37, 2, 0.2132770768927823), (38, 2, 0.6371677125561673), (39, 3, 0.798805847031685), (40, 1, 0.7768421592196876), (41, 1, 0.40853345465858315), (42, 3, 0.05785100107359431), (43, 3, 0.43124908857619093), (44, 3, 0.8409995207328241), (45, 3, 0.9142911741829872), (46, 1, 0.9493826044797956), (47, 1, 0.05627983802427905), (48, 3, 0.3521369361177875), (49, 3, 0.8011349365419554)]","[1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1]",16,14,21,10,24,16
"[(0, 1, 0.4840037794642589), (1, 3, 0.14227661578494166), (2, 2, 0.6728762370982942), (3, 2, 0.6031365635571181), (4, 2, 0.8527177935241088), (5, 1, 0.2547691984397762), (6, 3, 0.5252792716016413), (7, 2, 0.3103628288518897), (8, 2, 0.37179440400152997), (9, 3, 0.32945085196316515), (10, 3, 0.4086946190998586), (11, 3, 0.33058436736771823), (12, 1, 0.9390314303275421), (13, 3, 0.23337816822701174), (14, 3, 0.1628882340905441), (15, 1, 0.6519702621451117), (16, 2, 0.3511276444575062), (17, 2, 0.2329693807976846), (18, 1, 0.05462446050856429), (19, 3, 0.06636402455742296), (20, 1, 0.37955587377685895), (21, 3, 0.6841784636709477), (22, 3, 0.005222526356368329), (23, 1, 0.17826799401520066), (24, 1, 0.32552096799803076), (25, 2, 0.043247774072947), (26, 2, 0.9373232362170109), (27, 1, 0.6573973419394811), (28, 1, 0.5036329267644052), (29, 3, 0.6354341941285728), (30, 3, 0.3887803690923908), (31, 2, 0.239875485092085), (32, 2, 0.6125684393087774), (33, 2, 0.04233183858058431), (34, 3, 0.7605962937374787), (35, 2, 0.6407379743186057), (36, 2, 0.7076667375757394), (37, 1, 0.8145476994508176), (38, 2, 0.15256040163530604), (39, 1, 0.9300898499829536), (40, 2, 0.5931766527106953), (41, 1, 0.5008574006419785), (42, 1, 0.10339572636799976), (43, 1, 0.003694635969846427), (44, 1, 0.09232143016013139), (45, 2, 0.806572158436521), (46, 3, 0.9116616341683275), (47, 3, 0.5552903785831945), (48, 2, 0.80043533729143), (49, 1, 0.7475983252961329)]","[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0]",8,20,6,12,13,11
"[(0, 3, 0.7884358327267897), (1, 2, 0.6911285296416583), (2, 1, 0.1402063020925235), (3, 1, 0.9675127543743902), (4, 1, 0.9428058451947015), (5, 3, 0.12419590907376499), (6, 3, 0.3045100416747831), (7, 3, 0.6104840986910501), (8, 1, 0.10746020235166265), (9, 1, 0.4861256523018319), (10, 3, 0.9475829993917575), (11, 1, 0.40020110915343476), (12, 2, 0.5399707072800469), (13, 1, 0.5294811223481761), (14, 2, 0.43161829729507195), (15, 1, 0.027172034635306264), (16, 3, 0.9274707437091632), (17, 2, 0.2727490358097878), (18, 1, 0.7035338167768819), (19, 2, 0.513282007935175), (20, 1, 0.6855892533471113), (21, 2, 0.668508740556859), (22, 2, 0.6151356715587462), (23, 3, 0.14185870313046167), (24, 1, 0.9501310329302567), (25, 2, 0.503892055441898), (26, 3, 0.4009036251218626), (27, 2, 0.9689870970209473), (28, 3, 0.8201602291966711), (29, 3, 0.5729482869642255), (30, 1, 0.1477238844566683), (31, 2, 0.17256836003908016), (32, 1, 0.061454674958299704), (33, 1, 0.9968878090286704), (34, 2, 0.46198342525750635), (35, 2, 0.06786733853902682), (36, 2, 0.7108747388914568), (37, 3, 0.5600064795599868), (38, 1, 0.7468614270173011), (39, 1, 0.8809648374685329), (40, 2, 0.5969183673600419), (41, 3, 0.9796818690722605), (42, 3, 0.3306661695993497), (43, 2, 0.8022831626834557), (44, 3, 0.7178856579196827), (45, 3, 0.7141495381277556), (46, 2, 0.5071603028250105), (47, 3, 0.1364240053410415), (48, 3, 0.7950888386752489), (49, 1, 0.12241504452845153)]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0]",15,14,16,19,20,16
"[(0, 3, 0.9838343153664157), (1, 1, 0.3160247780596189), (2, 3, 0.4078716049327362), (3, 3, 0.4703141546382298), (4, 1, 0.7652612289998334), (5, 2, 0.2563798757609965), (6, 1, 0.16953548283882214), (7, 1, 0.24016007558881158), (8, 3, 0.2835650639006161), (9, 1, 0.9179260411951247), (10, 2, 0.2482690765329587), (11, 1, 0.3583109025658322), (12, 2, 0.8082439893370844), (13, 3, 0.11556410403843098), (14, 2, 0.5664505471772785), (15, 3, 0.36586434714812666), (16, 3, 0.2769375867085838), (17, 1, 0.5793649205318666), (18, 3, 0.3616163060324107), (19, 1, 0.6938389589220276), (20, 1, 0.9430548307697257), (21, 1, 0.7229955249785283), (22, 1, 0.9255736366871533), (23, 3, 0.8091868513961376), (24, 2, 0.8152934917051243), (25, 2, 0.2705369424643227), (26, 3, 0.7698275403596675), (27, 2, 0.6591537512482534), (28, 2, 0.4385096761629662), (29, 3, 0.11676019266664117), (30, 1, 0.22576056080652152), (31, 1, 0.37888078463656605), (32, 1, 0.1403964513991215), (33, 1, 0.035663671828239374), (34, 1, 0.35960795644129173), (35, 1, 0.4147716386082587), (36, 1, 0.07120772372118045), (37, 2, 0.5424756190631798), (38, 2, 0.550012534235605), (39, 2, 0.10252888585611442), (40, 1, 0.6876773149250064), (41, 1, 0.08238893988638896), (42, 3, 0.548956619928878), (43, 3, 0.45310357032658044), (44, 2, 0.6348678846130725), (45, 2, 0.47195946703863123), (46, 1, 0.6264205797644634), (47, 2, 0.8551186408651631), (48, 2, 0.2659626059447088), (49, 1, 0.6706487615336258)]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1]",12,7,12,16,11,13
"[(0, 2, 0.4481552080793073), (1, 1, 0.4215230977931296), (2, 1, 0.22314635074122013), (3, 2, 0.887615970066472), (4, 3, 0.6934797161752029), (5, 1, 0.4533830393045897), (6, 2, 0.6959250586991718), (7, 2, 0.2860365402158177), (8, 1, 0.42121453723231195), (9, 3, 0.5733884382730225), (10, 2, 0.14234028626749984), (11, 3, 0.9198749489623967), (12, 1, 0.6497166676367434), (13, 3, 0.7766488505618051), (14, 2, 0.6294249599470786), (15, 1, 0.2700891922749882), (16, 2, 0.272985565065766), (17, 2, 0.38738468288074657), (18, 3, 0.5462597141908871), (19, 2, 0.2090172468179935), (20, 3, 0.5850577401724355), (21, 1, 0.8736509310084621), (22, 3, 0.47532226349119344), (23, 3, 0.6582120826949509), (24, 1, 0.5073738072372554), (25, 1, 0.16496430529747663), (26, 1, 0.9836994584047447), (27, 1, 0.5915626894378517), (28, 1, 0.1699979059153054), (29, 2, 0.39955209296566463), (30, 3, 0.15904119379618975), (31, 1, 0.36358051879790665), (32, 1, 0.042094425141885994), (33, 3, 0.011644714937410039), (34, 2, 0.0453902096575558), (35, 2, 0.7392069516739835), (36, 1, 0.5130552219976842), (37, 3, 0.7933189600690476), (38, 3, 0.3358608152461967), (39, 2, 0.26199099761959954), (40, 1, 0.978202003037584), (41, 1, 0.812498482252042), (42, 1, 0.8628454669483135), (43, 3, 0.20559437637077427), (44, 1, 0.339548598792382), (45, 1, 0.5514263920044178), (46, 1, 0.9011343182978617), (47, 1, 0.39817729566715676), (48, 1, 0.4696022795711843), (49, 2, 0.6511796617215744)]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",19,7,6,20,15,13
"[(0, 3, 0.4763848175924156), (1, 2, 0.2538629117209945), (2, 1, 0.7827689846779091), (3, 3, 0.10256154838936282), (4, 2, 0.6958360836767659), (5, 1, 0.5707276049695943), (6, 2, 0.506172273164597), (7, 1, 0.724063208561101), (8, 2, 0.00016188075007061986), (9, 1, 0.33588703280995225), (10, 1, 0.6299614987600886), (11, 3, 0.4469881817244755), (12, 2, 0.7486346010845082), (13, 1, 0.12115277139985037), (14, 3, 0.4399855553999823), (15, 3, 0.31951440900338857), (16, 2, 0.1923534988917811), (17, 3, 0.49642714524926945), (18, 3, 0.09065174055804681), (19, 3, 0.7467017740371855), (20, 1, 0.4287980248952642), (21, 1, 0.882314125586074), (22, 2, 0.9996391770821874), (23, 1, 0.006308637102511061), (24, 2, 0.4526735456162633), (25, 3, 0.45753615891361776), (26, 3, 0.9203274581185084), (27, 2, 0.7826428067217975), (28, 2, 0.23981888905836302), (29, 1, 0.4726525641596523), (30, 3, 0.030312383403861665), (31, 1, 0.4001602262704962), (32, 3, 0.8887323534320114), (33, 2, 0.03148348838353543), (34, 1, 0.9301351608076467), (35, 3, 0.3292923146154796), (36, 1, 0.20729404973449517), (37, 3, 0.38636036197461276), (38, 2, 0.8009920819820898), (39, 3, 0.5971981797564712), (40, 2, 0.02581898512815861), (41, 2, 0.5045655192270552), (42, 1, 0.11829801726500655), (43, 1, 0.527749876180073), (44, 1, 0.6232298516892563), (45, 3, 0.6332128322385796), (46, 2, 0.8495335159274595), (47, 1, 0.28897112487527143), (48, 3, 0.8247439393530083), (49, 1, 0.9503725988162638)]","[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1]",21,19,18,21,12,20
"[(0, 1, 0.126112399788466), (1, 1, 0.8087641259802107), (2, 3, 0.417825727380293), (3, 3, 0.4021096348032507), (4, 2, 0.2816014508155139), (5, 2, 0.9725252015234915), (6, 3, 0.01741570430863859), (7, 1, 0.25629825882381096), (8, 1, 0.34342700008886806), (9, 2, 0.4669600811697887), (10, 1, 0.37855700685365035), (11, 2, 0.5381691810669604), (12, 2, 0.6518850318862218), (13, 3, 0.483024019699164), (14, 1, 0.826959096158212), (15, 3, 0.33364465384728015), (16, 3, 0.9090883479161949), (17, 2, 0.29453958800786817), (18, 2, 0.3154942300920982), (19, 3, 0.7915564753174164), (20, 2, 0.319988796618475), (21, 2, 0.5439422386561933), (22, 1, 0.2125109938735672), (23, 3, 0.502790599635106), (24, 1, 0.23601944062855573), (25, 2, 0.18468623045499555), (26, 3, 0.5548388068859572), (27, 2, 0.23096554159125904), (28, 2, 0.4070882580777365), (29, 1, 0.04897335444065398), (30, 3, 0.15151515365645318), (31, 3, 0.8643217902034697), (32, 3, 0.43682024153620624), (33, 3, 0.5314293084876099), (34, 2, 0.5537271560742749), (35, 2, 0.3636719866418653), (36, 1, 0.15174390367738844), (37, 1, 0.8432741162993842), (38, 3, 0.29677910577025435), (39, 1, 0.9319721002337595), (40, 1, 0.7571810455428547), (41, 3, 0.4418101559382487), (42, 2, 0.9231214250500837), (43, 3, 0.6126538250232809), (44, 3, 0.5968066223575412), (45, 3, 0.9445406861755743), (46, 1, 0.6814971772928119), (47, 2, 0.49902897457557194), (48, 3, 0.12686780042107748), (49, 3, 0.7253463769070502)]","[0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0]",21,11,11,18,20,20
"[(0, 1, 0.7497468022082245), (1, 1, 0.43393818713622834), (2, 3, 0.13461631905873517), (3, 1, 0.3970960589414484), (4, 1, 0.33375972280625), (5, 1, 0.8189301769807201), (6, 2, 0.9352401946372978), (7, 1, 0.2928425620789469), (8, 1, 0.76530625180483), (9, 1, 0.14263767947092398), (10, 2, 0.6153354211930427), (11, 3, 0.5720775998802612), (12, 3, 0.03355656593825962), (13, 2, 0.27756259586133425), (14, 2, 0.21809278552440048), (15, 3, 0.20252744556364288), (16, 1, 0.3268712141087735), (17, 3, 0.758606192615953), (18, 1, 0.012702013542889468), (19, 3, 0.8219279424290816), (20, 2, 0.5649923812398314), (21, 2, 0.8962469839784263), (22, 3, 0.21765022333490047), (23, 1, 0.5874114261976549), (24, 3, 0.32138404730527415), (25, 2, 0.29108263469467643), (26, 3, 0.924002118201869), (27, 1, 0.80195231978465), (28, 3, 0.20071849750398363), (29, 1, 0.8935226134085482), (30, 2, 0.3360630671522352), (31, 1, 0.6956122106919614), (32, 3, 0.11880503601280934), (33, 1, 0.9016307472926856), (34, 2, 0.17787040841742052), (35, 2, 0.9734652797815362), (36, 3, 0.41265246473285677), (37, 2, 0.8820456327784603), (38, 2, 0.6059592925755567), (39, 1, 0.08643010222798375), (40, 3, 0.1916377976608653), (41, 3, 0.38142554674539786), (42, 2, 0.13994931195579674), (43, 3, 0.8940078163921495), (44, 2, 0.9127318016455841), (45, 2, 0.8116030911842438), (46, 2, 0.878306002909858), (47, 1, 0.4433936132325239), (48, 3, 0.9368105925097986), (49, 1, 0.9775723691899212)]","[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1]",7,21,20,15,17,20
"[(0, 1, 0.2668652790546029), (1, 1, 0.4001540448340909), (2, 1, 0.7993809151420254), (3, 1, 0.4328285597675907), (4, 2, 0.2609995878158051), (5, 3, 0.8032496213301163), (6, 1, 0.8341108568785277), (7, 2, 0.8512592139823014), (8, 1, 0.9330299538461899), (9, 2, 0.6837375795183376), (10, 2, 0.951035971086823), (11, 3, 0.56233000291873), (12, 3, 0.8401021715461936), (13, 2, 0.4901815761706739), (14, 2, 0.5745415753351439), (15, 1, 0.6400855254667643), (16, 2, 0.5177439883586132), (17, 3, 0.8823378339975777), (18, 1, 0.10564984474807293), (19, 3, 0.014621388693385251), (20, 2, 0.9468431698608869), (21, 3, 0.451513001703028), (22, 3, 0.7466624736721489), (23, 3, 0.37172719897081363), (24, 2, 0.7914725479194061), (25, 2, 0.46557309737447994), (26, 1, 0.7084209608097018), (27, 2, 0.6939142013118782), (28, 1, 0.19435037998194704), (29, 1, 0.669676329085472), (30, 1, 0.8477604905788143), (31, 1, 0.8058970580334821), (32, 2, 0.2589895712378457), (33, 1, 0.8590870767499189), (34, 2, 0.7194019709497911), (35, 3, 0.7370314678168596), (36, 2, 0.9031780553408393), (37, 3, 0.022829332178888273), (38, 2, 0.655437318973673), (39, 3, 0.9262385609024618), (40, 2, 0.8212170898057887), (41, 2, 0.6278137320613507), (42, 2, 0.6230708187263614), (43, 2, 0.8122053021742945), (44, 3, 0.2691025689510552), (45, 3, 0.07082287046432512), (46, 2, 0.2980237323825222), (47, 2, 0.9224322100320789), (48, 2, 0.5375344372193577), (49, 2, 0.7999852653567175)]","[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",15,20,10,18,16,15
"[(0, 3, 0.15272480859535753), (1, 1, 0.8480322596898767), (2, 2, 0.30771119025254434), (3, 2, 0.45565562018312833), (4, 2, 0.7477256440214114), (5, 3, 0.6410837179106621), (6, 2, 0.9272020801012805), (7, 2, 0.8676644570357076), (8, 3, 0.09487199689570613), (9, 1, 0.9934392291956001), (10, 1, 0.037763517355849374), (11, 1, 0.05510035446003003), (12, 1, 0.35081166872183034), (13, 2, 0.18993921259135382), (14, 3, 0.960033946607064), (15, 2, 0.06459580930431996), (16, 2, 0.5382719540522362), (17, 3, 0.5609626262980687), (18, 1, 0.994857249112152), (19, 2, 0.39162150383190697), (20, 3, 0.8844366962091723), (21, 3, 0.5593795384338784), (22, 3, 0.4491765242310778), (23, 2, 0.08969809541797902), (24, 2, 0.17324952370882762), (25, 3, 0.06567272444141836), (26, 1, 0.902399855923653), (27, 1, 0.3359968142289511), (28, 1, 0.27642917031558256), (29, 3, 0.9886450813965397), (30, 2, 0.9095109218687106), (31, 1, 0.21690298605332348), (32, 2, 0.39351785978099907), (33, 2, 0.9929078029875836), (34, 3, 0.9700310625556667), (35, 3, 0.5719413918263415), (36, 3, 0.5117788838139967), (37, 3, 0.7970133374532671), (38, 2, 0.9279691480065366), (39, 3, 0.15872210167630318), (40, 1, 0.20885119457580903), (41, 1, 0.5404512237499877), (42, 1, 0.7194278887354214), (43, 1, 0.5627636773032964), (44, 3, 0.14973113570468843), (45, 1, 0.18928889812010552), (46, 2, 0.14138917768250814), (47, 1, 0.9911300134782095), (48, 1, 0.8210656237946075), (49, 3, 0.5959789141899487)]","[1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1]",14,21,21,18,21,12
"[(0, 3, 0.34916005539131556), (1, 1, 0.4108751011865085), (2, 1, 0.26063285188120133), (3, 2, 0.9307446837572048), (4, 2, 0.5648566162489261), (5, 1, 0.15756614214659037), (6, 3, 0.5078537385887453), (7, 1, 0.027563287174186324), (8, 2, 0.34334499525681383), (9, 2, 0.20549599875393443), (10, 2, 0.7424902568945868), (11, 3, 0.33304150235133856), (12, 1, 0.08372277239226977), (13, 1, 0.2031580433993282), (14, 2, 0.5016278132851983), (15, 3, 0.7600337786209164), (16, 2, 0.9574179477610482), (17, 3, 0.6524146090033571), (18, 1, 0.03517548340987331), (19, 2, 0.18385515432082444), (20, 3, 0.5213201178495143), (21, 3, 0.7211119415493992), (22, 3, 0.5483544136992798), (23, 2, 0.007906382145069335), (24, 3, 0.43966546805172924), (25, 2, 0.1736936763057254), (26, 2, 0.36129171587273856), (27, 3, 0.8749076626956588), (28, 3, 0.5747423021585973), (29, 1, 0.017450491751383912), (30, 1, 0.2114401067572056), (31, 2, 0.30915080855357235), (32, 3, 0.4120727644768716), (33, 2, 0.06516306149040152), (34, 2, 0.8894532356286848), (35, 2, 0.6352708206703194), (36, 2, 0.8935116120954102), (37, 2, 0.9842237703824821), (38, 2, 0.9673906951639282), (39, 3, 0.3212536453310626), (40, 1, 0.4885346915686064), (41, 3, 0.3281367389586721), (42, 2, 0.2849649030825022), (43, 2, 0.16791564803339643), (44, 1, 0.8412242230145589), (45, 3, 0.6581811454740859), (46, 2, 0.09696331852783169), (47, 3, 0.6673701050389251), (48, 1, 0.5839678333059345), (49, 1, 0.009798885237971677)]","[1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0]",21,14,8,20,17,13
