model,G,B,N,kmax,inst,w_myopic,w_rollout,first_pool_diff,pred_gain_step1
binary,3,5,50,24,500,9.0,5.0,1,0.119136
binary,3,5,50,24,501,9.0,9.0,1,0.017211
binary,3,5,50,24,502,19.0,21.0,0,0.0
binary,3,5,50,24,503,15.0,15.0,1,0.043072
binary,3,5,50,24,504,23.0,23.0,0,0.0
binary,3,5,50,24,505,34.0,38.0,0,0.0
binary,3,5,50,24,506,19.0,20.0,1,0.247812
binary,3,5,50,24,507,25.0,26.0,0,0.0
binary,3,5,50,24,508,17.0,22.0,0,0.0
binary,3,5,50,24,509,29.0,31.0,1,0.006431
binary,3,5,50,24,510,15.0,9.0,0,0.0
binary,3,5,50,24,511,26.0,25.0,1,0.038115
binary,3,5,50,24,512,16.0,13.0,1,0.044844
binary,3,5,50,24,513,30.0,24.0,0,0.0
binary,3,5,50,24,514,14.0,15.0,1,0.415173
binary,3,5,50,24,515,14.0,14.0,0,0.0
binary,3,5,50,24,516,29.0,29.0,1,0.032077
binary,3,5,50,24,517,23.0,22.0,0,0.0
binary,3,5,50,24,518,16.0,16.0,1,0.572063
binary,3,5,50,24,519,31.0,31.0,1,0.117865
binary,3,5,50,24,520,31.0,31.0,1,0.042022
binary,3,5,50,24,521,29.0,28.0,0,0.0
binary,3,5,50,24,522,23.0,24.0,0,0.0
binary,3,5,50,24,523,25.0,25.0,1,0.131445
binary,3,5,50,24,524,21.0,21.0,1,0.030117
binary,3,5,50,24,525,31.0,31.0,1,0.145461
binary,3,5,50,24,526,23.0,24.0,0,0.0
binary,3,5,50,24,527,37.0,36.0,0,0.0
binary,3,5,50,24,528,21.0,14.0,1,0.096392
binary,3,5,50,24,529,27.0,22.0,0,0.0
binary,3,5,50,24,530,21.0,20.0,0,0.0
binary,3,5,50,24,531,22.0,14.0,1,0.002825
binary,3,5,50,24,532,32.0,32.0,0,0.0
binary,3,5,50,24,533,30.0,29.0,1,0.346744
binary,3,5,50,24,534,16.0,26.0,1,0.356342
binary,3,5,50,24,535,20.0,20.0,1,0.028663
binary,3,5,50,24,536,11.0,11.0,1,0.0597
binary,3,5,50,24,537,25.0,25.0,0,0.0
binary,3,5,50,24,538,23.0,27.0,1,0.270367
binary,3,5,50,24,539,25.0,20.0,0,0.0
binary,3,5,50,24,540,16.0,16.0,1,0.172728
binary,3,5,50,24,541,15.0,15.0,0,0.0
binary,3,5,50,24,542,26.0,22.0,1,0.091245
binary,3,5,50,24,543,27.0,29.0,0,0.0
binary,3,5,50,24,544,28.0,29.0,0,0.0
binary,3,5,50,24,545,20.0,15.0,1,0.221422
binary,3,5,50,24,546,21.0,20.0,1,0.111681
binary,3,5,50,24,547,18.0,18.0,0,0.0
binary,3,5,50,24,548,12.0,12.0,1,0.127249
binary,3,5,50,24,549,37.0,37.0,0,0.0
binary,3,5,50,24,550,28.0,28.0,1,0.427074
binary,3,5,50,24,551,19.0,15.0,1,0.055648
binary,3,5,50,24,552,20.0,13.0,1,0.236416
binary,3,5,50,24,553,15.0,9.0,0,0.0
binary,3,5,50,24,554,30.0,30.0,1,0.011465
binary,3,5,50,24,555,19.0,20.0,1,0.080633
binary,3,5,50,24,556,23.0,27.0,0,0.0
binary,3,5,50,24,557,21.0,21.0,1,0.009846
binary,3,5,50,24,558,15.0,15.0,0,0.0
binary,3,5,50,24,559,16.0,21.0,0,0.0
binary,3,5,50,24,560,15.0,13.0,1,0.29374
binary,3,5,50,24,561,12.0,15.0,1,0.453976
binary,3,5,50,24,562,15.0,15.0,0,0.0
binary,3,5,50,24,563,20.0,19.0,1,0.260775
binary,3,5,50,24,564,13.0,12.0,1,0.285762
binary,3,5,50,24,565,32.0,31.0,1,0.493586
binary,3,5,50,24,566,16.0,20.0,1,0.29477
binary,3,5,50,24,567,21.0,21.0,0,0.0
binary,3,5,50,24,568,28.0,26.0,1,0.069885
binary,3,5,50,24,569,14.0,13.0,1,0.292903
binary,3,5,50,24,570,31.0,30.0,1,0.039676
binary,3,5,50,24,571,24.0,23.0,1,0.089913
binary,3,5,50,24,572,36.0,36.0,1,0.069696
binary,3,5,50,24,573,15.0,16.0,1,0.160505
binary,3,5,50,24,574,17.0,17.0,0,0.0
binary,3,5,50,24,575,20.0,18.0,1,0.000313
binary,3,5,50,24,576,26.0,26.0,0,0.0
binary,3,5,50,24,577,14.0,13.0,1,0.210636
binary,3,5,50,24,578,18.0,25.0,0,0.0
binary,3,5,50,24,579,24.0,25.0,1,0.134082
binary,3,5,50,24,580,31.0,30.0,0,0.0
binary,3,5,50,24,581,21.0,23.0,1,0.209693
binary,3,5,50,24,582,27.0,27.0,0,0.0
binary,3,5,50,24,583,28.0,28.0,0,0.0
binary,3,5,50,24,584,28.0,28.0,0,0.0
binary,3,5,50,24,585,23.0,22.0,1,0.028711
binary,3,5,50,24,586,24.0,24.0,1,0.016737
binary,3,5,50,24,587,32.0,32.0,0,0.0
binary,3,5,50,24,588,23.0,24.0,1,0.143664
binary,3,5,50,24,589,17.0,19.0,1,0.063253
binary,3,5,50,24,590,27.0,27.0,0,0.0
binary,3,5,50,24,591,22.0,15.0,1,0.052856
binary,3,5,50,24,592,30.0,30.0,0,0.0
binary,3,5,50,24,593,18.0,19.0,1,0.125194
binary,3,5,50,24,594,19.0,24.0,0,0.0
binary,3,5,50,24,595,25.0,26.0,1,0.027369
binary,3,5,50,24,596,23.0,20.0,0,0.0
binary,3,5,50,24,597,7.0,13.0,1,0.129186
binary,3,5,50,24,598,30.0,30.0,1,0.004259
binary,3,5,50,24,599,14.0,14.0,0,0.0
binary,3,5,50,24,600,21.0,23.0,1,0.054776
binary,3,5,50,24,601,8.0,8.0,0,0.0
binary,3,5,50,24,602,24.0,27.0,1,0.094364
binary,3,5,50,24,603,31.0,32.0,0,0.0
binary,3,5,50,24,604,20.0,19.0,1,0.034615
binary,3,5,50,24,605,24.0,24.0,0,0.0
binary,3,5,50,24,606,20.0,22.0,1,0.025233
binary,3,5,50,24,607,13.0,20.0,0,0.0
binary,3,5,50,24,608,13.0,12.0,1,0.302612
binary,3,5,50,24,609,21.0,21.0,0,0.0
binary,3,5,50,24,610,6.0,12.0,1,0.023166
binary,3,5,50,24,611,13.0,15.0,1,0.089648
binary,3,5,50,24,612,15.0,15.0,0,0.0
binary,3,5,50,24,613,16.0,15.0,0,0.0
binary,3,5,50,24,614,14.0,15.0,0,0.0
binary,3,5,50,24,615,15.0,15.0,0,0.0
binary,3,5,50,24,616,27.0,27.0,0,0.0
binary,3,5,50,24,617,24.0,15.0,1,0.028305
binary,3,5,50,24,618,32.0,31.0,0,0.0
binary,3,5,50,24,619,23.0,23.0,0,0.0
binary,3,5,50,24,620,22.0,22.0,1,0.238807
binary,3,5,50,24,621,28.0,23.0,1,0.207633
binary,3,5,50,24,622,16.0,16.0,1,0.367996
binary,3,5,50,24,623,15.0,15.0,1,0.109793
binary,3,5,50,24,624,6.0,13.0,0,0.0
binary,3,5,50,24,625,29.0,28.0,1,0.020549
binary,3,5,50,24,626,7.0,14.0,1,0.138674
binary,3,5,50,24,627,22.0,22.0,1,0.01946
binary,3,5,50,24,628,18.0,18.0,0,0.0
binary,3,5,50,24,629,35.0,34.0,0,0.0
binary,3,5,50,24,630,16.0,13.0,1,0.241705
binary,3,5,50,24,631,16.0,23.0,1,0.026767
binary,3,5,50,24,632,13.0,14.0,0,0.0
binary,3,5,50,24,633,23.0,23.0,0,0.0
binary,3,5,50,24,634,29.0,24.0,0,0.0
binary,3,5,50,24,635,22.0,17.0,1,0.26372
binary,3,5,50,24,636,24.0,23.0,0,0.0
binary,3,5,50,24,637,12.0,12.0,0,0.0
binary,3,5,50,24,638,23.0,29.0,0,0.0
binary,3,5,50,24,639,20.0,21.0,1,0.271382
binary,3,5,50,24,640,18.0,18.0,1,0.053356
binary,3,5,50,24,641,21.0,22.0,1,0.448198
binary,3,5,50,24,642,14.0,20.0,1,0.193601
binary,3,5,50,24,643,36.0,36.0,0,0.0
binary,3,5,50,24,644,25.0,25.0,0,0.0
binary,3,5,50,24,645,15.0,9.0,0,0.0
binary,3,5,50,24,646,27.0,27.0,1,0.105626
binary,3,5,50,24,647,22.0,17.0,0,0.0
binary,3,5,50,24,648,16.0,17.0,0,0.0
binary,3,5,50,24,649,27.0,26.0,0,0.0
binary,3,5,50,24,650,32.0,31.0,1,0.711341
binary,3,5,50,24,651,29.0,29.0,1,0.05048
binary,3,5,50,24,652,21.0,23.0,1,0.157853
binary,3,5,50,24,653,14.0,21.0,1,0.247461
binary,3,5,50,24,654,20.0,20.0,1,0.016803
binary,3,5,50,24,655,13.0,20.0,1,0.657869
binary,3,5,50,24,656,9.0,9.0,0,0.0
binary,3,5,50,24,657,17.0,24.0,1,0.110189
binary,3,5,50,24,658,34.0,34.0,0,0.0
binary,3,5,50,24,659,26.0,22.0,1,0.341543
binary,3,5,50,24,660,20.0,20.0,1,0.077028
binary,3,5,50,24,661,0.0,6.0,1,0.08215
binary,3,5,50,24,662,20.0,21.0,1,0.215879
binary,3,5,50,24,663,22.0,15.0,0,0.0
binary,3,5,50,24,664,18.0,18.0,0,0.0
binary,3,5,50,24,665,25.0,25.0,1,0.02863
binary,3,5,50,24,666,12.0,12.0,0,0.0
binary,3,5,50,24,667,15.0,16.0,1,0.211297
binary,3,5,50,24,668,18.0,18.0,1,0.063612
binary,3,5,50,24,669,21.0,20.0,1,0.039229
binary,3,5,50,24,670,13.0,19.0,1,0.085203
binary,3,5,50,24,671,24.0,24.0,0,0.0
binary,3,5,50,24,672,26.0,27.0,1,0.312877
binary,3,5,50,24,673,34.0,34.0,0,0.0
binary,3,5,50,24,674,8.0,9.0,1,0.389404
binary,3,5,50,24,675,20.0,19.0,1,0.008115
binary,3,5,50,24,676,37.0,37.0,0,0.0
binary,3,5,50,24,677,21.0,15.0,1,0.400081
binary,3,5,50,24,678,23.0,23.0,0,0.0
binary,3,5,50,24,679,13.0,12.0,0,0.0
binary,3,5,50,24,680,28.0,28.0,1,0.298765
binary,3,5,50,24,681,34.0,34.0,1,0.124183
binary,3,5,50,24,682,8.0,14.0,1,0.058136
binary,3,5,50,24,683,21.0,21.0,0,0.0
binary,3,5,50,24,684,30.0,31.0,0,0.0
binary,3,5,50,24,685,26.0,26.0,1,0.083514
binary,3,5,50,24,686,21.0,21.0,0,0.0
binary,3,5,50,24,687,6.0,0.0,1,0.028333
binary,3,5,50,24,688,18.0,25.0,1,0.02767
binary,3,5,50,24,689,18.0,18.0,1,0.109858
binary,3,5,50,24,690,24.0,23.0,1,0.139122
binary,3,5,50,24,691,26.0,26.0,1,0.296678
binary,3,5,50,24,692,29.0,30.0,1,0.292492
binary,3,5,50,24,693,26.0,26.0,1,0.000417
binary,3,5,50,24,694,31.0,30.0,1,0.289049
binary,3,5,50,24,695,31.0,31.0,1,0.28078
binary,3,5,50,24,696,9.0,15.0,1,0.100032
binary,3,5,50,24,697,13.0,12.0,1,0.163885
binary,3,5,50,24,698,15.0,17.0,1,0.57449
binary,3,5,50,24,699,14.0,14.0,0,0.0
binary,3,5,50,24,700,27.0,27.0,0,0.0
binary,3,5,50,24,701,30.0,31.0,1,0.044473
binary,3,5,50,24,702,18.0,18.0,1,0.079149
binary,3,5,50,24,703,23.0,24.0,0,0.0
binary,3,5,50,24,704,27.0,26.0,1,0.094194
binary,3,5,50,24,705,29.0,27.0,1,0.608387
binary,3,5,50,24,706,36.0,35.0,1,0.086735
binary,3,5,50,24,707,22.0,22.0,0,0.0
binary,3,5,50,24,708,7.0,13.0,1,0.009054
binary,3,5,50,24,709,18.0,13.0,1,0.227784
binary,3,5,50,24,710,20.0,21.0,1,0.020276
binary,3,5,50,24,711,35.0,35.0,1,0.018779
binary,3,5,50,24,712,23.0,28.0,1,0.015212
binary,3,5,50,24,713,31.0,36.0,0,0.0
binary,3,5,50,24,714,17.0,16.0,0,0.0
binary,3,5,50,24,715,22.0,16.0,1,0.023549
binary,3,5,50,24,716,15.0,16.0,1,0.040716
binary,3,5,50,24,717,22.0,23.0,1,0.040175
binary,3,5,50,24,718,28.0,28.0,0,0.0
binary,3,5,50,24,719,20.0,15.0,1,0.315395
binary,3,5,50,24,720,13.0,13.0,0,0.0
binary,3,5,50,24,721,28.0,28.0,1,0.183085
binary,3,5,50,24,722,12.0,13.0,1,0.752232
binary,3,5,50,24,723,28.0,30.0,1,0.11692
binary,3,5,50,24,724,16.0,15.0,1,0.11703
binary,3,5,50,24,725,13.0,7.0,1,0.045196
binary,3,5,50,24,726,27.0,27.0,0,0.0
binary,3,5,50,24,727,15.0,14.0,1,0.186092
binary,3,5,50,24,728,26.0,26.0,1,0.141583
binary,3,5,50,24,729,32.0,32.0,0,0.0
binary,3,5,50,24,730,28.0,30.0,0,0.0
binary,3,5,50,24,731,13.0,18.0,1,0.012642
binary,3,5,50,24,732,15.0,15.0,1,0.07141
binary,3,5,50,24,733,23.0,26.0,1,0.146191
binary,3,5,50,24,734,29.0,29.0,1,0.015897
binary,3,5,50,24,735,29.0,29.0,0,0.0
binary,3,5,50,24,736,24.0,23.0,0,0.0
binary,3,5,50,24,737,14.0,15.0,1,0.02701
binary,3,5,50,24,738,23.0,23.0,0,0.0
binary,3,5,50,24,739,32.0,33.0,0,0.0
binary,3,5,50,24,740,17.0,21.0,1,0.11716
binary,3,5,50,24,741,33.0,30.0,1,0.106667
binary,3,5,50,24,742,24.0,26.0,1,0.273235
binary,3,5,50,24,743,22.0,23.0,1,0.124328
binary,3,5,50,24,744,9.0,9.0,0,0.0
binary,3,5,50,24,745,40.0,39.0,1,0.092269
binary,3,5,50,24,746,7.0,15.0,1,0.067052
binary,3,5,50,24,747,14.0,7.0,1,0.022679
binary,3,5,50,24,748,0.0,6.0,0,0.0
binary,3,5,50,24,749,9.0,16.0,1,0.011462
binary,3,5,50,24,750,22.0,22.0,0,0.0
binary,3,5,50,24,751,22.0,22.0,1,0.093774
binary,3,5,50,24,752,29.0,29.0,0,0.0
binary,3,5,50,24,753,30.0,30.0,0,0.0
binary,3,5,50,24,754,31.0,31.0,0,0.0
binary,3,5,50,24,755,15.0,21.0,1,0.38445
binary,3,5,50,24,756,6.0,15.0,1,0.343396
binary,3,5,50,24,757,10.0,17.0,1,0.077636
binary,3,5,50,24,758,23.0,22.0,0,0.0
binary,3,5,50,24,759,21.0,21.0,0,0.0
binary,3,5,50,24,760,21.0,21.0,1,0.639413
binary,3,5,50,24,761,24.0,25.0,1,0.036759
binary,3,5,50,24,762,9.0,9.0,0,0.0
binary,3,5,50,24,763,21.0,25.0,0,0.0
binary,3,5,50,24,764,17.0,22.0,1,0.496121
binary,3,5,50,24,765,24.0,16.0,1,0.203667
binary,3,5,50,24,766,33.0,32.0,0,0.0
binary,3,5,50,24,767,7.0,15.0,1,0.12488
binary,3,5,50,24,768,19.0,20.0,1,0.180293
binary,3,5,50,24,769,13.0,15.0,1,0.218923
binary,3,5,50,24,770,9.0,14.0,1,0.197651
binary,3,5,50,24,771,16.0,16.0,0,0.0
binary,3,5,50,24,772,12.0,15.0,1,0.045303
binary,3,5,50,24,773,15.0,14.0,1,0.01297
binary,3,5,50,24,774,22.0,21.0,1,0.159816
binary,3,5,50,24,775,23.0,22.0,1,0.032258
binary,3,5,50,24,776,24.0,29.0,1,0.039964
binary,3,5,50,24,777,40.0,40.0,0,0.0
binary,3,5,50,24,778,19.0,21.0,1,0.17707
binary,3,5,50,24,779,12.0,12.0,1,0.075703
binary,3,5,50,24,780,19.0,18.0,0,0.0
binary,3,5,50,24,781,9.0,14.0,0,0.0
binary,3,5,50,24,782,32.0,30.0,1,0.060397
binary,3,5,50,24,783,24.0,17.0,0,0.0
binary,3,5,50,24,784,27.0,23.0,0,0.0
binary,3,5,50,24,785,21.0,21.0,0,0.0
binary,3,5,50,24,786,18.0,17.0,0,0.0
binary,3,5,50,24,787,24.0,24.0,1,0.08463
binary,3,5,50,24,788,15.0,16.0,1,0.080276
binary,3,5,50,24,789,23.0,23.0,0,0.0
binary,3,5,50,24,790,22.0,23.0,0,0.0
binary,3,5,50,24,791,14.0,8.0,1,0.292521
binary,3,5,50,24,792,27.0,27.0,0,0.0
binary,3,5,50,24,793,24.0,26.0,1,0.144039
binary,3,5,50,24,794,15.0,20.0,0,0.0
binary,3,5,50,24,795,16.0,24.0,1,0.056884
binary,3,5,50,24,796,15.0,16.0,0,0.0
binary,3,5,50,24,797,33.0,32.0,0,0.0
binary,3,5,50,24,798,22.0,23.0,0,0.0
binary,3,5,50,24,799,19.0,20.0,1,0.17896
binary,3,5,50,24,800,22.0,20.0,1,0.392305
binary,3,5,50,24,801,5.0,11.0,1,0.273049
binary,3,5,50,24,802,7.0,8.0,1,0.18142
binary,3,5,50,24,803,20.0,19.0,1,0.399892
binary,3,5,50,24,804,15.0,16.0,0,0.0
binary,3,5,50,24,805,17.0,17.0,1,0.003497
binary,3,5,50,24,806,13.0,19.0,1,0.655222
binary,3,5,50,24,807,12.0,13.0,1,0.150891
binary,3,5,50,24,808,23.0,18.0,1,0.147115
binary,3,5,50,24,809,27.0,27.0,0,0.0
binary,3,5,50,24,810,28.0,22.0,1,0.256915
binary,3,5,50,24,811,21.0,19.0,1,0.298979
binary,3,5,50,24,812,12.0,17.0,1,0.095766
binary,3,5,50,24,813,10.0,6.0,1,0.110855
binary,3,5,50,24,814,22.0,28.0,0,0.0
binary,3,5,50,24,815,22.0,20.0,0,0.0
binary,3,5,50,24,816,11.0,7.0,1,0.320437
binary,3,5,50,24,817,12.0,13.0,0,0.0
binary,3,5,50,24,818,33.0,33.0,1,0.100003
binary,3,5,50,24,819,17.0,5.0,0,0.0
binary,3,5,50,24,820,32.0,32.0,1,0.239519
binary,3,5,50,24,821,38.0,35.0,0,0.0
binary,3,5,50,24,822,14.0,22.0,1,0.001582
binary,3,5,50,24,823,22.0,15.0,1,0.004382
binary,3,5,50,24,824,16.0,14.0,0,0.0
binary,3,5,50,24,825,22.0,19.0,1,0.026608
binary,3,5,50,24,826,24.0,25.0,1,0.009832
binary,3,5,50,24,827,29.0,29.0,0,0.0
binary,3,5,50,24,828,23.0,28.0,0,0.0
binary,3,5,50,24,829,34.0,36.0,0,0.0
binary,3,5,50,24,830,16.0,16.0,0,0.0
binary,3,5,50,24,831,16.0,16.0,0,0.0
binary,3,5,50,24,832,24.0,29.0,0,0.0
binary,3,5,50,24,833,21.0,21.0,1,0.075333
binary,3,5,50,24,834,30.0,34.0,1,0.010577
binary,3,5,50,24,835,14.0,16.0,1,0.430601
binary,3,5,50,24,836,23.0,23.0,0,0.0
binary,3,5,50,24,837,15.0,15.0,1,0.062675
binary,3,5,50,24,838,21.0,15.0,1,0.135166
binary,3,5,50,24,839,24.0,24.0,1,0.207831
binary,3,5,50,24,840,21.0,21.0,0,0.0
binary,3,5,50,24,841,6.0,13.0,1,0.004394
binary,3,5,50,24,842,26.0,27.0,1,0.058622
binary,3,5,50,24,843,23.0,29.0,1,0.137701
binary,3,5,50,24,844,17.0,17.0,1,0.203565
binary,3,5,50,24,845,21.0,21.0,1,0.084355
binary,3,5,50,24,846,15.0,16.0,0,0.0
binary,3,5,50,24,847,24.0,20.0,1,0.255906
binary,3,5,50,24,848,27.0,22.0,0,0.0
binary,3,5,50,24,849,21.0,22.0,1,0.152797
binary,3,5,50,24,850,20.0,20.0,1,0.136918
binary,3,5,50,24,851,10.0,10.0,0,0.0
binary,3,5,50,24,852,9.0,10.0,1,0.087998
binary,3,5,50,24,853,25.0,27.0,1,0.124357
binary,3,5,50,24,854,25.0,21.0,1,0.153075
binary,3,5,50,24,855,32.0,34.0,0,0.0
binary,3,5,50,24,856,24.0,23.0,1,0.109124
binary,3,5,50,24,857,29.0,29.0,1,0.188265
binary,3,5,50,24,858,6.0,13.0,1,0.55562
binary,3,5,50,24,859,21.0,21.0,1,0.211826
binary,3,5,50,24,860,17.0,17.0,1,0.07527
binary,3,5,50,24,861,16.0,19.0,1,0.114316
binary,3,5,50,24,862,30.0,30.0,0,0.0
binary,3,5,50,24,863,21.0,25.0,0,0.0
binary,3,5,50,24,864,17.0,21.0,1,0.059414
binary,3,5,50,24,865,22.0,23.0,1,0.022634
binary,3,5,50,24,866,13.0,6.0,0,0.0
binary,3,5,50,24,867,32.0,34.0,0,0.0
binary,3,5,50,24,868,26.0,26.0,0,0.0
binary,3,5,50,24,869,20.0,19.0,1,0.189424
binary,3,5,50,24,870,19.0,20.0,1,0.086579
binary,3,5,50,24,871,27.0,25.0,1,0.081427
binary,3,5,50,24,872,16.0,16.0,1,0.19205
binary,3,5,50,24,873,11.0,18.0,1,0.113539
binary,3,5,50,24,874,33.0,30.0,1,0.309865
binary,3,5,50,24,875,19.0,18.0,1,0.308186
binary,3,5,50,24,876,9.0,7.0,1,0.082753
binary,3,5,50,24,877,20.0,27.0,1,0.288645
binary,3,5,50,24,878,22.0,20.0,0,0.0
binary,3,5,50,24,879,26.0,26.0,1,0.270647
binary,3,5,50,24,880,28.0,28.0,1,0.161348
binary,3,5,50,24,881,21.0,21.0,0,0.0
binary,3,5,50,24,882,22.0,21.0,0,0.0
binary,3,5,50,24,883,16.0,12.0,1,0.117128
binary,3,5,50,24,884,34.0,31.0,0,0.0
binary,3,5,50,24,885,20.0,20.0,0,0.0
binary,3,5,50,24,886,14.0,12.0,0,0.0
binary,3,5,50,24,887,14.0,14.0,1,0.026612
binary,3,5,50,24,888,7.0,0.0,1,0.080965
binary,3,5,50,24,889,18.0,13.0,1,0.212645
binary,3,5,50,24,890,15.0,22.0,1,0.53319
binary,3,5,50,24,891,19.0,15.0,1,0.015926
binary,3,5,50,24,892,20.0,21.0,1,0.337382
binary,3,5,50,24,893,36.0,34.0,0,0.0
binary,3,5,50,24,894,25.0,30.0,1,0.583198
binary,3,5,50,24,895,13.0,9.0,1,0.183855
binary,3,5,50,24,896,13.0,19.0,1,0.173603
binary,3,5,50,24,897,21.0,22.0,0,0.0
binary,3,5,50,24,898,15.0,22.0,0,0.0
binary,3,5,50,24,899,26.0,21.0,1,0.024882
binary,3,5,50,24,900,29.0,29.0,0,0.0
binary,3,5,50,24,901,28.0,26.0,1,0.16922
binary,3,5,50,24,902,19.0,14.0,0,0.0
binary,3,5,50,24,903,26.0,28.0,1,0.564138
binary,3,5,50,24,904,24.0,24.0,1,0.001947
binary,3,5,50,24,905,27.0,28.0,0,0.0
binary,3,5,50,24,906,20.0,19.0,1,0.042601
binary,3,5,50,24,907,22.0,22.0,0,0.0
binary,3,5,50,24,908,15.0,16.0,1,0.145104
binary,3,5,50,24,909,11.0,7.0,0,0.0
binary,3,5,50,24,910,21.0,21.0,0,0.0
binary,3,5,50,24,911,25.0,25.0,0,0.0
binary,3,5,50,24,912,22.0,20.0,0,0.0
binary,3,5,50,24,913,24.0,17.0,1,0.058226
binary,3,5,50,24,914,7.0,19.0,1,0.05283
binary,3,5,50,24,915,24.0,29.0,1,0.208958
binary,3,5,50,24,916,21.0,13.0,1,0.038312
binary,3,5,50,24,917,27.0,27.0,1,0.178185
binary,3,5,50,24,918,24.0,24.0,1,0.059256
binary,3,5,50,24,919,15.0,15.0,1,0.067742
binary,3,5,50,24,920,13.0,20.0,1,0.05749
binary,3,5,50,24,921,17.0,20.0,1,0.225208
binary,3,5,50,24,922,19.0,21.0,0,0.0
binary,3,5,50,24,923,26.0,26.0,0,0.0
binary,3,5,50,24,924,23.0,23.0,1,0.032323
binary,3,5,50,24,925,23.0,23.0,1,0.098013
binary,3,5,50,24,926,35.0,35.0,1,0.090724
binary,3,5,50,24,927,15.0,9.0,0,0.0
binary,3,5,50,24,928,14.0,17.0,1,0.123663
binary,3,5,50,24,929,14.0,19.0,1,0.023037
binary,3,5,50,24,930,22.0,22.0,0,0.0
binary,3,5,50,24,931,17.0,13.0,1,0.450613
binary,3,5,50,24,932,33.0,33.0,1,0.321303
binary,3,5,50,24,933,20.0,20.0,1,0.010541
binary,3,5,50,24,934,16.0,21.0,0,0.0
binary,3,5,50,24,935,15.0,12.0,1,0.004465
binary,3,5,50,24,936,14.0,14.0,1,0.007345
binary,3,5,50,24,937,31.0,31.0,0,0.0
binary,3,5,50,24,938,29.0,28.0,1,0.218874
binary,3,5,50,24,939,24.0,24.0,0,0.0
binary,3,5,50,24,940,19.0,20.0,0,0.0
binary,3,5,50,24,941,24.0,25.0,1,0.031918
binary,3,5,50,24,942,12.0,7.0,1,0.061054
binary,3,5,50,24,943,24.0,25.0,0,0.0
binary,3,5,50,24,944,8.0,16.0,1,0.440455
binary,3,5,50,24,945,13.0,14.0,1,0.143228
binary,3,5,50,24,946,25.0,26.0,1,0.104031
binary,3,5,50,24,947,16.0,20.0,1,0.385663
binary,3,5,50,24,948,17.0,17.0,0,0.0
binary,3,5,50,24,949,26.0,26.0,0,0.0
binary,3,5,50,24,950,13.0,14.0,1,0.020013
binary,3,5,50,24,951,27.0,27.0,1,0.414901
binary,3,5,50,24,952,13.0,12.0,0,0.0
binary,3,5,50,24,953,20.0,20.0,1,0.151576
binary,3,5,50,24,954,8.0,14.0,0,0.0
binary,3,5,50,24,955,15.0,15.0,0,0.0
binary,3,5,50,24,956,21.0,21.0,0,0.0
binary,3,5,50,24,957,25.0,25.0,0,0.0
binary,3,5,50,24,958,15.0,16.0,1,0.042657
binary,3,5,50,24,959,21.0,22.0,1,0.131338
binary,3,5,50,24,960,0.0,0.0,1,0.364869
binary,3,5,50,24,961,22.0,22.0,0,0.0
binary,3,5,50,24,962,14.0,14.0,1,0.038369
binary,3,5,50,24,963,21.0,21.0,1,0.389294
binary,3,5,50,24,964,29.0,27.0,0,0.0
binary,3,5,50,24,965,29.0,31.0,0,0.0
binary,3,5,50,24,966,21.0,22.0,1,0.494853
binary,3,5,50,24,967,27.0,25.0,1,0.023309
binary,3,5,50,24,968,5.0,0.0,1,0.004576
binary,3,5,50,24,969,16.0,22.0,1,0.158779
binary,3,5,50,24,970,21.0,20.0,1,0.137297
binary,3,5,50,24,971,14.0,15.0,1,0.051883
binary,3,5,50,24,972,7.0,7.0,0,0.0
binary,3,5,50,24,973,13.0,17.0,1,0.112721
binary,3,5,50,24,974,14.0,13.0,1,0.812259
binary,3,5,50,24,975,14.0,21.0,1,0.007604
binary,3,5,50,24,976,15.0,16.0,0,0.0
binary,3,5,50,24,977,15.0,21.0,0,0.0
binary,3,5,50,24,978,31.0,31.0,0,0.0
binary,3,5,50,24,979,8.0,8.0,0,0.0
binary,3,5,50,24,980,29.0,30.0,1,0.652492
binary,3,5,50,24,981,14.0,13.0,1,0.101461
binary,3,5,50,24,982,18.0,19.0,1,0.335285
binary,3,5,50,24,983,21.0,21.0,1,0.199025
binary,3,5,50,24,984,7.0,7.0,0,0.0
binary,3,5,50,24,985,39.0,39.0,0,0.0
binary,3,5,50,24,986,21.0,22.0,1,0.070356
binary,3,5,50,24,987,20.0,19.0,0,0.0
binary,3,5,50,24,988,21.0,21.0,0,0.0
binary,3,5,50,24,989,14.0,22.0,1,0.06887
binary,3,5,50,24,990,22.0,27.0,1,0.073066
binary,3,5,50,24,991,15.0,23.0,1,0.117412
binary,3,5,50,24,992,36.0,36.0,0,0.0
binary,3,5,50,24,993,0.0,12.0,1,0.27806
binary,3,5,50,24,994,19.0,19.0,1,0.143103
binary,3,5,50,24,995,19.0,20.0,1,0.0804
binary,3,5,50,24,996,34.0,34.0,0,0.0
binary,3,5,50,24,997,21.0,19.0,1,0.083087
binary,3,5,50,24,998,29.0,30.0,0,0.0
binary,3,5,50,24,999,12.0,12.0,0,0.0
counting,5,5,50,12,0,19.0,25.0,1,0.023201
counting,5,5,50,12,1,15.0,15.0,0,0.0
counting,5,5,50,12,2,23.0,0.0,1,0.481564
counting,5,5,50,12,3,7.0,0.0,1,0.585176
counting,5,5,50,12,4,12.0,19.0,1,0.14842
