instance_id,history_id,probability,policy,action,action_size,depth,class,flags,score,immediate,rollout_q,local_regret,final_value
n6_B3_G2_p0.05,3:2|c:0,0.00225625,optimo,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:1,0.095,optimo,12,2,1,virgen,,1.805,1.805,3.61,0.0,3.61
n6_B3_G2_p0.05,3:1|c:2,0.0002375,optimo,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:1|c:1,0.009025,optimo,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:1|c:0,0.0857375,optimo,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:0,0.9025,optimo,12,2,1,virgen,,1.805,1.805,3.61,0.0,3.61
n6_B3_G2_p0.05,3:0|c:2,0.00225625,optimo,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:0|c:1,0.0857375,optimo,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:0|c:0,0.81450625,optimo,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.45,raiz,1.0,S0,3,2,0,virgen,,0.605,0.605,1.815,0.0,1.815
n6_B3_G2_p0.45,3:2,0.2025,S0,12,2,1,virgen,,0.605,0.605,1.21,0.0,1.21
n6_B3_G2_p0.45,3:2|c:2,0.04100625,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:2|c:1,0.1002375,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:2|c:0,0.06125625,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:1,0.495,S0,12,2,1,virgen,,0.605,0.605,1.21,0.303875,1.21
n6_B3_G2_p0.45,3:1|c:2,0.1002375,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:1|c:1,0.245025,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:1|c:0,0.1497375,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:0,0.3025,S0,12,2,1,virgen,,0.605,0.605,1.21,0.0,1.21
n6_B3_G2_p0.45,3:0|c:2,0.06125625,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:0|c:1,0.1497375,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:0|c:0,0.09150625,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,raiz,1.0,rollout,3,2,0,virgen,,0.605,0.605,1.815,0.0,1.965418125
n6_B3_G2_p0.45,3:2,0.2025,rollout,12,2,1,virgen,,0.605,0.605,1.21,0.0,1.21
n6_B3_G2_p0.45,3:2|c:2,0.04100625,rollout,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:2|c:1,0.1002375,rollout,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:2|c:0,0.06125625,rollout,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:1,0.495,rollout,5,2,1,cruzada,cruzada;atomo_virgen,0.55,0.55,1.513875,0.0,1.513875
n6_B3_G2_p0.45,3:1|5:2,0.111375,rollout,10,2,2,cruzada,cruzada;atomo_virgen,1.1,1.1,1.1,0.0,1.1
n6_B3_G2_p0.45,3:1|5:1,0.2475,rollout,6,2,2,cruzada,cruzada;multiatomo,1.1,1.1,1.1,0.0,1.1
n6_B3_G2_p0.45,3:1|5:0,0.136125,rollout,24,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:0,0.3025,rollout,12,2,1,virgen,,0.605,0.605,1.21,0.0,1.21
n6_B3_G2_p0.45,3:0|c:2,0.06125625,rollout,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:0|c:1,0.1497375,rollout,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:0|c:0,0.09150625,rollout,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,raiz,1.0,optimo,3,2,0,virgen,,0.605,0.605,1.815,0.0,1.965418125
n6_B3_G2_p0.45,3:2,0.2025,optimo,12,2,1,virgen,,0.605,0.605,1.21,0.0,1.21
n6_B3_G2_p0.45,3:2|c:2,0.04100625,optimo,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:2|c:1,0.1002375,optimo,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:2|c:0,0.06125625,optimo,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:1,0.495,optimo,5,2,1,cruzada,cruzada;atomo_virgen,0.55,0.55,1.513875,0.0,1.513875
n6_B3_G2_p0.45,3:1|5:2,0.111375,optimo,10,2,2,cruzada,cruzada;atomo_virgen,1.1,1.1,1.1,0.0,1.1
n6_B3_G2_p0.45,3:1|5:1,0.2475,optimo,6,2,2,cruzada,cruzada;multiatomo,1.1,1.1,1.1,0.0,1.1
n6_B3_G2_p0.45,3:1|5:0,0.136125,optimo,24,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:0,0.3025,optimo,12,2,1,virgen,,0.605,0.605,1.21,0.0,1.21
n6_B3_G2_p0.45,3:0|c:2,0.06125625,optimo,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:0|c:1,0.1497375,optimo,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.45,3:0|c:0,0.09150625,optimo,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G2_p0.9,raiz,1.0,S0,8,1,0,virgen,,0.1,0.1,0.3,0.073,0.3
n6_B3_G2_p0.9,8:1,0.9,S0,1,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B3_G2_p0.9,8:1|1:1,0.81,S0,32,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G2_p0.9,8:1|1:0,0.09,S0,16,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G2_p0.9,8:0,0.1,S0,1,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B3_G2_p0.9,8:0|1:1,0.09,S0,2,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G2_p0.9,8:0|1:0,0.01,S0,16,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G2_p0.9,raiz,1.0,rollout,3,2,0,virgen,,0.02,0.02,0.373,0.0,0.373
n6_B3_G2_p0.9,3:2,0.81,rollout,4,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B3_G2_p0.9,3:2|4:1,0.729,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G2_p0.9,3:2|4:0,0.081,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G2_p0.9,3:1,0.18,rollout,1,1,1,descendiente,intraatomo,0.5,0.5,1.05,0.0,1.05
n6_B3_G2_p0.9,3:1|1:1,0.09,rollout,2,1,2,descendiente,intraatomo,1.0,1.0,1.0,0.0,1.0
n6_B3_G2_p0.9,3:1|1:0,0.09,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G2_p0.9,3:0,0.01,rollout,4,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B3_G2_p0.9,3:0|4:1,0.009,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G2_p0.9,3:0|4:0,0.001,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G2_p0.9,raiz,1.0,optimo,3,2,0,virgen,,0.02,0.02,0.373,0.0,0.373
n6_B3_G2_p0.9,3:2,0.81,optimo,4,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B3_G2_p0.9,3:2|4:1,0.729,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G2_p0.9,3:2|4:0,0.081,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G2_p0.9,3:1,0.18,optimo,1,1,1,descendiente,intraatomo,0.5,0.5,1.05,0.0,1.05
n6_B3_G2_p0.9,3:1|1:1,0.09,optimo,2,1,2,descendiente,intraatomo,1.0,1.0,1.0,0.0,1.0
n6_B3_G2_p0.9,3:1|1:0,0.09,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G2_p0.9,3:0,0.01,optimo,4,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B3_G2_p0.9,3:0|4:1,0.009,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G2_p0.9,3:0|4:0,0.001,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G3_p0.05,raiz,1.0,S0,7,3,0,virgen,,2.572125,2.572125,5.3206949844,0.0492987656,5.3206949844
n6_B3_G3_p0.05,7:3,0.000125,S0,56,3,1,virgen,,2.572125,2.572125,2.66475,0.09025,2.66475
n6_B3_G3_p0.05,7:3|38:3,1.56e-08,S0,1,1,2,descendiente,intraatomo,0.0,0.0,0.0,0.0,0.0
n6_B3_G3_p0.05,7:3|38:2,8.906e-07,S0,8,1,2,descendiente,intraatomo,0.3333333333,0.3333333333,0.3333333333,0.0,0.3333333333
n6_B3_G3_p0.05,7:3|38:1,1.69219e-05,S0,8,1,2,descendiente,intraatomo,0.6666666667,0.6666666667,0.6666666667,0.0,0.6666666667
n6_B3_G3_p0.05,7:3|38:0,0.0001071719,S0,1,1,2,descendiente,intraatomo,0.0,0.0,0.0,0.0,0.0
n6_B3_G3_p0.05,7:2,0.007125,S0,56,3,1,virgen,,2.572125,2.572125,2.9505833333,0.02925,2.9505833333
n6_B3_G3_p0.05,7:2|38:3,8.906e-07,S0,1,1,2,descendiente,intraatomo,0.3333333333,0.3333333333,0.3333333333,0.0,0.3333333333
n6_B3_G3_p0.05,7:2|38:2,5.07656e-05,S0,1,1,2,descendiente,intraatomo,0.3333333333,0.3333333333,0.3333333333,0.0,0.3333333333
n6_B3_G3_p0.05,7:2|38:1,0.0009645469,S0,8,1,2,descendiente,intraatomo,0.6666666667,0.6666666667,0.6666666667,0.0,0.6666666667
n6_B3_G3_p0.05,7:2|38:0,0.0061087969,S0,1,1,2,descendiente,intraatomo,0.3333333333,0.3333333333,0.3333333333,0.0,0.3333333333
n6_B3_G3_p0.05,7:1,0.135375,S0,56,3,1,virgen,,2.572125,2.572125,3.268875,0.1479583333,3.268875
n6_B3_G3_p0.05,7:1|38:3,1.69219e-05,S0,1,1,2,descendiente,intraatomo,0.6666666667,0.6666666667,0.6666666667,0.0,0.6666666667
n6_B3_G3_p0.05,7:1|38:2,0.0009645469,S0,1,1,2,descendiente,intraatomo,0.6666666667,0.6666666667,0.6666666667,0.0,0.6666666667
n6_B3_G3_p0.05,7:1|38:1,0.0183263906,S0,9,2,2,cruzada,cruzada;multiatomo,0.8888888889,0.8888888889,0.8888888889,0.0,0.8888888889
n6_B3_G3_p0.05,7:1|38:0,0.1160671406,S0,1,1,2,descendiente,intraatomo,0.6666666667,0.6666666667,0.6666666667,0.0,0.6666666667
n6_B3_G3_p0.05,7:0,0.857375,S0,56,3,1,virgen,,2.572125,2.572125,2.66475,0.09025,2.66475
n6_B3_G3_p0.05,7:0|38:3,0.0001071719,S0,1,1,2,descendiente,dominada;intraatomo,0.0,0.0,0.0,0.0,0.0
n6_B3_G3_p0.05,7:0|38:2,0.0061087969,S0,8,1,2,descendiente,intraatomo,0.3333333333,0.3333333333,0.3333333333,0.0,0.3333333333
n6_B3_G3_p0.05,7:0|38:1,0.1160671406,S0,40,2,2,descendiente,intraatomo,0.6666666667,0.6666666667,0.6666666667,0.0,0.6666666667
n6_B3_G3_p0.05,7:0|38:0,0.7350918906,S0,1,1,2,descendiente,dominada;intraatomo,0.0,0.0,0.0,0.0,0.0
n6_B3_G3_p0.05,raiz,1.0,rollout,3,2,0,virgen,,1.805,1.805,5.36999375,0.0,5.4191797031
n6_B3_G3_p0.05,3:2,0.0025,rollout,12,2,1,virgen,,1.805,1.805,3.61,0.0,3.61
n6_B3_G3_p0.05,3:2|c:2,6.25e-06,rollout,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G3_p0.05,3:2|c:1,0.0002375,rollout,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G3_p0.05,3:2|c:0,0.00225625,rollout,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G3_p0.05,3:1,0.095,rollout,13,3,1,cruzada,cruzada;atomo_virgen,1.35375,1.35375,3.653996875,0.0,3.653996875
n6_B3_G3_p0.05,3:1|d:3,0.00011875,rollout,50,3,2,cruzada,cruzada;atomo_virgen,2.7075,2.7075,2.7075,0.0,2.7075
n6_B3_G3_p0.05,3:1|d:2,0.00463125,rollout,50,3,2,cruzada,cruzada;atomo_virgen,2.6380769231,2.6380769231,2.6380769231,0.0,2.6380769231
n6_B3_G3_p0.05,3:1|d:1,0.04738125,rollout,14,3,2,cruzada,cruzada;multiatomo,2.7142857143,2.7142857143,2.7142857143,0.0,2.7142857143
n6_B3_G3_p0.05,3:1|d:0,0.04286875,rollout,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G3_p0.05,3:0,0.9025,rollout,12,2,1,virgen,,1.805,1.805,3.61,0.0,3.61
n6_B3_G3_p0.05,3:0|c:2,0.00225625,rollout,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G3_p0.05,3:0|c:1,0.0857375,rollout,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G3_p0.05,3:0|c:0,0.81450625,rollout,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G3_p0.05,raiz,1.0,optimo,3,2,0,virgen,,1.805,1.805,5.36999375,0.0,5.4191797031
n6_B3_G3_p0.05,3:2,0.0025,optimo,12,2,1,virgen,,1.805,1.805,3.61,0.0,3.61
n6_B3_G3_p0.05,3:2|c:2,6.25e-06,optimo,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G3_p0.05,3:2|c:1,0.0002375,optimo,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G3_p0.05,3:2|c:0,0.00225625,optimo,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G3_p0.05,3:1,0.095,optimo,13,3,1,cruzada,cruzada;atomo_virgen,1.35375,1.35375,3.653996875,0.0,3.653996875
n6_B3_G3_p0.05,3:1|d:3,0.00011875,optimo,50,3,2,cruzada,cruzada;atomo_virgen,2.7075,2.7075,2.7075,0.0,2.7075
n6_B3_G3_p0.05,3:1|d:2,0.00463125,optimo,50,3,2,cruzada,cruzada;atomo_virgen,2.6380769231,2.6380769231,2.6380769231,0.0,2.6380769231
n6_B3_G3_p0.05,3:1|d:1,0.04738125,optimo,14,3,2,cruzada,cruzada;multiatomo,2.7142857143,2.7142857143,2.7142857143,0.0,2.7142857143
n6_B3_G3_p0.05,3:1|d:0,0.04286875,optimo,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G3_p0.05,3:0,0.9025,optimo,12,2,1,virgen,,1.805,1.805,3.61,0.0,3.61
n6_B3_G3_p0.05,3:0|c:2,0.00225625,optimo,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G3_p0.05,3:0|c:1,0.0857375,optimo,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G3_p0.05,3:0|c:0,0.81450625,optimo,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G3_p0.45,raiz,1.0,S0,3,2,0,virgen,,0.605,0.605,1.815,0.1046368125,1.815
n6_B3_G3_p0.45,3:2,0.2025,S0,12,2,1,virgen,,0.605,0.605,1.21,0.0,1.21
n6_B3_G3_p0.45,3:2|c:2,0.04100625,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,3:2|c:1,0.1002375,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,3:2|c:0,0.06125625,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,3:1,0.495,S0,12,2,1,virgen,,0.605,0.605,1.21,0.303875,1.21
n6_B3_G3_p0.45,3:1|c:2,0.1002375,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,3:1|c:1,0.245025,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,3:1|c:0,0.1497375,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,3:0,0.3025,S0,12,2,1,virgen,,0.605,0.605,1.21,0.0,1.21
n6_B3_G3_p0.45,3:0|c:2,0.06125625,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,3:0|c:1,0.1497375,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,3:0|c:0,0.09150625,S0,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,raiz,1.0,rollout,7,3,0,virgen,,0.499125,0.499125,1.9196368125,0.0,1.9196368125
n6_B3_G3_p0.45,7:3,0.091125,rollout,8,1,1,virgen,,0.55,0.55,1.155,0.0,1.155
n6_B3_G3_p0.45,7:3|8:1,0.04100625,rollout,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,7:3|8:0,0.05011875,rollout,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,7:2,0.334125,rollout,8,1,1,virgen,,0.55,0.55,1.155,0.0,1.155
n6_B3_G3_p0.45,7:2|8:1,0.15035625,rollout,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,7:2|8:0,0.18376875,rollout,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,7:1,0.408375,rollout,9,2,1,cruzada,cruzada;atomo_virgen,0.7333333333,0.7333333333,1.8051666667,0.0,1.8051666667
n6_B3_G3_p0.45,7:1|9:2,0.06125625,rollout,6,2,2,descendiente,intraatomo,2.0,2.0,2.0,0.0,2.0
n6_B3_G3_p0.45,7:1|9:1,0.19738125,rollout,14,3,2,cruzada,cruzada;multiatomo,1.1379310345,1.1379310345,1.1379310345,0.0,1.1379310345
n6_B3_G3_p0.45,7:1|9:0,0.1497375,rollout,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,7:0,0.166375,rollout,24,2,1,virgen,,0.605,0.605,1.155,0.0,1.155
n6_B3_G3_p0.45,7:0|18:2,0.0336909375,rollout,32,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n6_B3_G3_p0.45,7:0|18:1,0.082355625,rollout,32,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n6_B3_G3_p0.45,7:0|18:0,0.0503284375,rollout,32,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n6_B3_G3_p0.45,raiz,1.0,optimo,3,2,0,virgen,,0.605,0.605,1.815,0.1046368125,1.965418125
n6_B3_G3_p0.45,3:2,0.2025,optimo,12,2,1,virgen,,0.605,0.605,1.21,0.0,1.21
n6_B3_G3_p0.45,3:2|c:2,0.04100625,optimo,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,3:2|c:1,0.1002375,optimo,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,3:2|c:0,0.06125625,optimo,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,3:1,0.495,optimo,5,2,1,cruzada,cruzada;atomo_virgen,0.55,0.55,1.513875,0.0,1.513875
n6_B3_G3_p0.45,3:1|5:2,0.111375,optimo,10,2,2,cruzada,cruzada;atomo_virgen,1.1,1.1,1.1,0.0,1.1
n6_B3_G3_p0.45,3:1|5:1,0.2475,optimo,6,2,2,cruzada,cruzada;multiatomo,1.1,1.1,1.1,0.0,1.1
n6_B3_G3_p0.45,3:1|5:0,0.136125,optimo,24,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,3:0,0.3025,optimo,12,2,1,virgen,,0.605,0.605,1.21,0.0,1.21
n6_B3_G3_p0.45,3:0|c:2,0.06125625,optimo,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,3:0|c:1,0.1497375,optimo,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.45,3:0|c:0,0.09150625,optimo,48,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B3_G3_p0.9,raiz,1.0,S0,8,1,0,virgen,,0.1,0.1,0.3,0.073,0.3
n6_B3_G3_p0.9,8:1,0.9,S0,1,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B3_G3_p0.9,8:1|1:1,0.81,S0,32,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G3_p0.9,8:1|1:0,0.09,S0,16,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G3_p0.9,8:0,0.1,S0,1,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B3_G3_p0.9,8:0|1:1,0.09,S0,2,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G3_p0.9,8:0|1:0,0.01,S0,16,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G3_p0.9,raiz,1.0,rollout,3,2,0,virgen,,0.02,0.02,0.373,0.0,0.373
n6_B3_G3_p0.9,3:2,0.81,rollout,4,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B3_G3_p0.9,3:2|4:1,0.729,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G3_p0.9,3:2|4:0,0.081,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G3_p0.9,3:1,0.18,rollout,1,1,1,descendiente,intraatomo,0.5,0.5,1.05,0.0,1.05
n6_B3_G3_p0.9,3:1|1:1,0.09,rollout,2,1,2,descendiente,intraatomo,1.0,1.0,1.0,0.0,1.0
n6_B3_G3_p0.9,3:1|1:0,0.09,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G3_p0.9,3:0,0.01,rollout,4,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B3_G3_p0.9,3:0|4:1,0.009,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G3_p0.9,3:0|4:0,0.001,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G3_p0.9,raiz,1.0,optimo,3,2,0,virgen,,0.02,0.02,0.373,0.0,0.373
n6_B3_G3_p0.9,3:2,0.81,optimo,4,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B3_G3_p0.9,3:2|4:1,0.729,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G3_p0.9,3:2|4:0,0.081,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G3_p0.9,3:1,0.18,optimo,1,1,1,descendiente,intraatomo,0.5,0.5,1.05,0.0,1.05
n6_B3_G3_p0.9,3:1|1:1,0.09,optimo,2,1,2,descendiente,intraatomo,1.0,1.0,1.0,0.0,1.0
n6_B3_G3_p0.9,3:1|1:0,0.09,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G3_p0.9,3:0,0.01,optimo,4,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B3_G3_p0.9,3:0|4:1,0.009,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G3_p0.9,3:0|4:0,0.001,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
